noedId	Lat	Lon
110	37.7408741393	-122.505691678
111	37.740917584	-122.502947168
112	37.7421178397	-122.496852996
113	37.7439649071	-122.428923781
114	37.7435835708	-122.408843368
115	37.7441045726	-122.473003947
116	37.7439271423	-122.418252206
117	37.7424881986	-122.454783283
118	37.7434442408	-122.459494544
119	37.7450916972	-122.424507977
120	37.7463657065	-122.429151286
121	37.745970265	-122.473133996
122	37.7453696467	-122.456540178
123	37.7470801576	-122.424205066
124	37.7457186638	-122.420321417
125	37.7474122772	-122.414836426
126	37.7467598978	-122.407873478
127	37.7486377814	-122.428205152
128	37.7490048403	-122.422058114
129	37.7493679867	-122.41928086
130	37.7494419629	-122.417076661
131	37.7465100802	-122.503341974
132	37.7456928044	-122.500595819
133	37.7495351406	-122.414885168
134	37.7497221601	-122.410219635
135	37.7499220399	-122.407292924
136	37.7476437541	-122.477599456
137	37.7495353568	-122.435649498
138	37.7498338056	-122.431714963
139	37.7509027088	-122.427326111
140	37.7506126092	-122.423152398
141	37.7504247797	-122.4127811
142	37.7518180417	-122.438567199
143	37.7525003386	-122.427479891
144	37.7527699381	-122.422980409
145	37.7510568783	-122.46796786
146	37.7527456139	-122.414470408
147	37.7526305719	-122.431986312
148	37.752127197	-122.404652789
149	37.7527162494	-122.410514039
150	37.7528824222	-122.407730885
151	37.7494307743	-122.455468607
152	37.752830755	-122.399148963
153	37.7520387498	-122.505217383
154	37.7507526442	-122.450875856
155	37.7518633271	-122.49918019
156	37.7543670173	-122.423137107
157	37.7529690904	-122.41962745
158	37.7531038733	-122.417428533
159	37.7537995499	-122.439578308
160	37.7539025011	-122.505408384
161	37.7543997149	-122.436019336
162	37.7550248775	-122.432215569
163	37.7541876822	-122.498768451
164	37.7548948718	-122.427709609
165	37.7559670359	-122.423285735
166	37.755932745	-122.400264766
167	37.7509296565	-122.446126743
168	37.7532391591	-122.477990003
169	37.7542777944	-122.4738875
170	37.7556988575	-122.414382001
171	37.7559675815	-122.4098993
172	37.7557640452	-122.50558603
173	37.7572228582	-122.429023187
174	37.7560509469	-122.498909023
175	37.7564704388	-122.48952753
176	37.7568947487	-122.418617235
177	37.7574520964	-122.445200468
178	37.7556150718	-122.441838161
179	37.7572114413	-122.437244743
180	37.7545586882	-122.450214749
181	37.7580665202	-122.432872895
182	37.7576268509	-122.505762081
183	37.7583660335	-122.423518746
184	37.7579197739	-122.499034152
185	37.7589011975	-122.419931072
186	37.7590138492	-122.410198247
187	37.7583325454	-122.489659087
188	37.7588968776	-122.414689201
189	37.7569192513	-122.405894456
190	37.7594436554	-122.436680976
191	37.7607352114	-122.418941653
192	37.7594900962	-122.505957015
193	37.7597863893	-122.499164218
194	37.7578545003	-122.494068485
195	37.7600746475	-122.448900574
196	37.7596650506	-122.444468967
197	37.7613579094	-122.39547432
198	37.7601993593	-122.489789652
199	37.7606838984	-122.441477457
200	37.7609125262	-122.473657231
201	37.7610228239	-122.43279064
202	37.7615725419	-122.437219231
203	37.7611962432	-122.467188238
204	37.7615660612	-122.423827917
205	37.7626332579	-122.419454081
206	37.7613507041	-122.506140151
207	37.7616508104	-122.499295578
208	37.7620645579	-122.489919377
209	37.7628494439	-122.406898624
210	37.7628525114	-122.45047268
211	37.762774477	-122.473811222
212	37.7636579503	-122.429255203
213	37.7630588834	-122.467318282
214	37.7638481833	-122.395936257
215	37.7628536481	-122.463213113
216	37.7632187795	-122.506320009
217	37.7629864119	-122.443140665
218	37.7635223575	-122.49942697
219	37.7623302101	-122.494639801
220	37.7639366022	-122.490049258
221	37.7647849037	-122.424134497
222	37.7646486592	-122.473951755
223	37.764519485	-122.419952032
224	37.764933534	-122.467449375
225	37.7651434821	-122.462629199
226	37.7646268627	-122.459430413
227	37.7650837081	-122.455321835
228	37.7651878173	-122.450034035
229	37.7658979379	-122.445819091
230	37.7667281424	-122.418734493
231	37.7664579242	-122.427635592
232	37.7677781903	-122.424437594
233	37.7672807038	-122.45085265
234	37.7674126768	-122.437292723
235	37.7683129076	-122.44574631
236	37.7677548968	-122.420932449
237	37.7695338719	-122.446872731
238	37.7699115786	-122.434135926
239	37.7702866062	-122.430032687
240	37.7698782869	-122.452049628
241	37.7708350563	-122.447971419
242	37.7702626767	-122.423982907
243	37.7711179721	-122.426932089
244	37.7714620759	-122.44304067
245	37.7720964296	-122.438054046
246	37.7721531756	-122.433827136
247	37.7723659071	-122.430668573
248	37.7726817632	-122.424693982
249	37.7734881925	-122.427857522
250	37.7731608623	-122.491754122
251	37.7734542089	-122.485326943
252	37.7735715373	-122.452720999
253	37.7739838064	-122.449425205
254	37.7744048374	-122.446140479
255	37.7753224589	-122.427719616
256	37.7748243923	-122.442851723
257	37.7738737311	-122.496644195
258	37.7747842535	-122.439455916
259	37.7760558103	-122.421970411
260	37.7753203814	-122.485461422
261	37.7746070086	-122.480577723
262	37.7746276057	-122.469861114
263	37.775306924	-122.465491157
264	37.7755655036	-122.462297433
265	37.7758463145	-122.43118776
266	37.775754646	-122.45650161
267	37.777184434	-122.428075526
268	37.7765690511	-122.425443468
269	37.775249483	-122.50748819
270	37.7754213798	-122.503741584
271	37.7755922671	-122.499991929
272	37.77751398	-122.438030458
273	37.7761401676	-122.494844828
274	37.7771851774	-122.485596898
275	37.777431324	-122.444027814
276	37.7770117509	-122.46882652
277	37.7784986102	-122.430556535
278	37.7787559283	-122.439066584
279	37.7782912704	-122.496238892
280	37.7790799732	-122.485731579
281	37.7798783453	-122.429483849
282	37.7783645552	-122.480848816
283	37.7796115262	-122.435334305
284	37.7793211464	-122.470189553
285	37.7790533356	-122.465751389
286	37.7800616839	-122.415350842
287	37.7791991332	-122.462539553
288	37.778932439	-122.457265727
289	37.7796793542	-122.454771794
290	37.7809224922	-122.431045681
291	37.7791148082	-122.507464527
292	37.7804024968	-122.425374007
293	37.779080493	-122.503777351
294	37.7793802706	-122.50026693
295	37.7805379133	-122.496050317
296	37.7820110261	-122.412067364
297	37.7814823661	-122.475377242
298	37.7817505781	-122.469436728
299	37.7830998448	-122.419173584
300	37.7829459973	-122.416609136
301	37.7824724162	-122.435909538
302	37.7831565841	-122.414968461
303	37.7828972518	-122.432590797
304	37.783933378	-122.412595588
305	37.6981231672	-123.002907939
306	37.7833780631	-122.475513948
307	37.7836488699	-122.469576305
308	37.7849115152	-122.416166207
309	37.7823894571	-122.462009381
310	37.7841833395	-122.440517106
311	37.7841317021	-122.444603962
312	37.7842966124	-122.460694005
313	37.7833584536	-122.330633838
314	37.7838599544	-122.485545777
315	37.7842998567	-122.480873192
316	37.7852444028	-122.475623066
317	37.7853529305	-122.452120819
318	37.7860498266	-122.423035646
319	37.7875018334	-122.418376131
320	37.7872694287	-122.437500374
321	37.7872809659	-122.433675996
322	37.7884355281	-122.41857353
323	37.7872765197	-122.457301564
324	37.7858303871	-122.463562871
325	37.7880083582	-122.430646626
326	37.7883320346	-122.42697583
327	37.7893704027	-122.418743121
328	37.7874607967	-122.461273973
329	37.788761664	-122.442270703
330	37.7887498979	-122.423687057
331	37.7888371859	-122.448941536
332	37.7899965232	-122.413818361
333	37.7905191338	-122.409708917
334	37.7906839551	-122.418470654
335	37.7905445203	-122.442619507
336	37.7901751372	-122.432317377
337	37.7905800733	-122.449241739
338	37.7902698718	-122.437486898
339	37.791770469	-122.419816814
340	37.7918482265	-122.432867748
341	37.7930003129	-122.413935268
342	37.7924039638	-122.424425016
343	37.7932571788	-122.420100842
344	37.7939432775	-122.412384521
345	37.7945767901	-122.419237628
346	37.7937517292	-122.408621823
347	37.7941619908	-122.432369462
348	37.7950489923	-122.413661984
349	37.7938913768	-122.436652603
350	37.7946853363	-122.428259283
351	37.7956699136	-122.420105839
352	37.795656261	-122.410087712
353	37.7951040555	-122.424970668
354	37.7964575202	-122.406787966
355	37.7961076449	-122.414665512
356	37.7960507861	-122.443645968
357	37.7971028177	-122.408860432
358	37.7971805635	-122.419467874
359	37.7966231498	-122.435397968
360	37.7970417786	-122.432108934
361	37.7977933469	-122.414546789
362	37.7982019946	-122.404229112
363	37.7974602376	-122.428820167
364	37.7983339715	-122.409964658
365	37.7977953829	-122.444326215
366	37.7978781676	-122.425531524
367	37.7980982917	-122.422484285
368	37.799199525	-122.419046808
369	37.7991875073	-122.443712918
370	37.7995062845	-122.428933418
371	37.7995825831	-122.415243564
372	37.8001084334	-122.404220142
373	37.8000912129	-122.408538392
374	37.800272634	-122.406708975
375	37.8009366285	-122.414764871
376	37.8002592682	-122.411402884
377	37.800431105	-122.444984821
378	37.8010345511	-122.427012742
379	37.8017364968	-122.44404818
380	37.8013945234	-122.43080899
381	37.8028018127	-122.412485228
382	37.8027670537	-122.409673363
383	37.8028997227	-122.427388144
384	37.8266322004	-122.423138654
385	37.8619926704	-122.419648664
386	37.7285673099	-122.367628864
387	37.7223846049	-122.368640752
388	37.7274708308	-122.391062201
389	37.7319119226	-122.390917462
390	37.7323221077	-122.450172954
391	37.732311697	-122.443358988
392	37.7309144292	-122.464638848
393	37.7281476132	-122.464911181
394	37.7329041089	-122.47332202
395	37.7289920261	-122.473321854
396	37.7325879814	-122.470168872
397	37.7324008537	-122.467710797
398	37.7345546524	-122.395915562
399	37.7315528319	-122.398009443
400	37.7136423028	-122.499800786
401	37.722482443	-122.491246469
402	37.7111859826	-122.478588776
403	37.7346988979	-122.431724611
404	37.7351705691	-122.434133323
405	37.7359390558	-122.456583394
406	37.7350307167	-122.392310105
407	37.7373712525	-122.391435012
408	37.7365292885	-122.401196402
409	37.7376417946	-122.403970184
410	37.7366948038	-122.384937336
411	37.7323343368	-122.384057128
412	37.7332200881	-122.413213549
413	37.7371022493	-122.411043549
414	37.736445394	-122.4925723
415	37.7349018435	-122.486803383
416	37.7379113389	-122.487346407
417	37.7382722952	-122.47803452
418	37.7361291572	-122.482405141
419	37.7380884541	-122.482888074
420	37.737550516	-122.465903426
421	37.735949667	-122.468119912
422	37.7393204376	-122.496656192
423	37.7374335459	-122.497058321
424	37.7395328692	-122.491835415
425	37.7397344661	-122.487281577
426	37.7399235912	-122.482995369
427	37.7401370968	-122.478162238
428	37.7349917901	-122.389097664
429	37.7394883062	-122.387787421
430	37.7370838618	-122.473119456
431	37.7397177269	-122.469158108
432	37.7406537548	-122.413916807
433	37.7409730528	-122.411598997
434	37.7413970192	-122.491967136
435	37.741597588	-122.487413192
436	37.7383539281	-122.452505611
437	37.7389975601	-122.446204251
438	37.7417864355	-122.483127258
439	37.7420009339	-122.478288217
440	37.7422391526	-122.472881872
441	37.7403526123	-122.47331585
442	37.7424793783	-122.468162781
443	37.7302821939	-122.377587958
444	37.7401355796	-122.373371981
445	37.735796221	-122.381260725
446	37.7339541889	-122.376517736
447	37.7428637272	-122.416869662
448	37.7403325532	-122.416473986
449	37.7432646995	-122.492096958
450	37.743465203	-122.487542991
451	37.7436536242	-122.483258127
452	37.7438666786	-122.478412243
453	37.7432697787	-122.413425392
454	37.7456297767	-122.41331434
455	37.7400230134	-122.44019982
456	37.7393605295	-122.433289935
457	37.7432850313	-122.445602416
458	37.7451282525	-122.492227125
459	37.7453290236	-122.487672675
460	37.7460348212	-122.434669039
461	37.7435903774	-122.432976718
462	37.7460840484	-122.439111774
463	37.7455323022	-122.44359694
464	37.7407737852	-122.40829349
465	37.7433066074	-122.406353164
466	37.7471447065	-122.40470049
467	37.7384256804	-122.40878368
468	37.7469910563	-122.492357717
469	37.7471923368	-122.487803132
470	37.7465691084	-122.480774691
471	37.7464269809	-122.483990082
472	37.7464444	-122.506265744
473	37.745234713	-122.508446853
474	37.7384863976	-122.507631734
475	37.748856456	-122.49248829
476	37.7490575993	-122.487933074
477	37.7494610665	-122.441557148
478	37.748467594	-122.437621301
479	37.7478308947	-122.473277018
480	37.7484504983	-122.467474597
481	37.7455231279	-122.467705809
482	37.7487187005	-122.463913987
483	37.7507931353	-122.396367855
484	37.7403433462	-122.404234458
485	37.7433414326	-122.401385584
486	37.7468341206	-122.399018627
487	37.7484844239	-122.394763505
488	37.739904488	-122.395575265
489	37.7426265699	-122.392169969
490	37.7454958016	-122.390037546
491	37.7501238189	-122.38986324
492	37.7505331933	-122.382169161
493	37.7446112916	-122.379258798
494	37.7431322995	-122.385666253
495	37.7405355548	-122.381220386
496	37.7489773517	-122.497100423
497	37.7454718784	-122.497502667
498	37.7507196805	-122.492618692
499	37.75092225	-122.488062746
500	37.7496820019	-122.473500145
501	37.7515778416	-122.473438298
502	37.7453133247	-122.463773375
503	37.749346596	-122.461710502
504	37.7525854128	-122.492749284
505	37.7527879286	-122.488194889
506	37.7501798344	-122.483714056
507	37.7503217435	-122.480498559
508	37.7530721655	-122.481765509
509	37.7544531695	-122.492879268
510	37.7546547644	-122.488324977
511	37.7549380004	-122.481895444
512	37.7538637527	-122.485045878
513	37.755665584	-122.466153061
514	37.7538326933	-122.466258237
515	37.7568014444	-122.482025499
516	37.7569675218	-122.47825046
517	37.7541672771	-122.460723323
518	37.7551295768	-122.456332765
519	37.7550244562	-122.393803554
520	37.7589300848	-122.396616668
521	37.7581043667	-122.388502722
522	37.7538905938	-122.38690389
523	37.7575856986	-122.471608491
524	37.7546565826	-122.470188641
525	37.7586634638	-122.482155056
526	37.758829716	-122.478379903
527	37.7580520129	-122.475160945
528	37.7593388159	-122.47096645
529	37.7593545168	-122.466522026
530	37.7574963863	-122.466412778
531	37.7605300821	-122.482286255
532	37.7606924168	-122.478526675
533	37.760421729	-122.429387447
534	37.7605570144	-122.427138383
535	37.7555786755	-122.390997654
536	37.7609334657	-122.39155238
537	37.76210968	-122.414997323
538	37.7623754471	-122.410540383
539	37.7529759921	-122.402888111
540	37.7605982442	-122.404979255
541	37.7623952124	-122.482416749
542	37.762557831	-122.478681935
543	37.7628323608	-122.402855961
544	37.763017484	-122.399959227
545	37.7586219018	-122.457476065
546	37.762637868	-122.454875921
547	37.761754204	-122.460077225
548	37.7602483296	-122.510672285
549	37.7529323859	-122.509653144
550	37.7501767381	-122.505030493
551	37.7581575317	-122.485239184
552	37.7626295039	-122.485767244
553	37.7630208393	-122.448025534
554	37.7639225522	-122.445400696
555	37.764268083	-122.482547426
556	37.7644323892	-122.47882194
557	37.7654929849	-122.390946536
558	37.7623770386	-122.389190344
559	37.7594472424	-122.384203168
560	37.763247309	-122.433322175
561	37.7654195513	-122.430218877
562	37.7652828545	-122.440998383
563	37.7640097078	-122.437669986
564	37.7674587766	-122.434523457
565	37.7647929967	-122.433811102
566	37.7675890554	-122.432304937
567	37.7682519997	-122.429563571
568	37.7671309944	-122.411966284
569	37.7670855456	-122.409192409
570	37.7671428552	-122.406221516
571	37.7672783902	-122.403290451
572	37.7667469629	-122.399556654
573	37.7694757997	-122.400958115
574	37.7685644717	-122.441387514
575	37.7703478119	-122.437573489
576	37.7726222233	-122.503537288
577	37.7727936386	-122.499788571
578	37.773031534	-122.420505032
579	37.7705108707	-122.419715569
580	37.7677986895	-122.505719032
581	37.7687447622	-122.496128803
582	37.7686520243	-122.48463262
583	37.7696184595	-122.474680417
584	37.7727687404	-122.45841027
585	37.7693929414	-122.456963243
586	37.7709337079	-122.466132314
587	37.7737107645	-122.423464042
588	37.7744633413	-122.421215609
589	37.7709145048	-122.415254208
590	37.7682781524	-122.415636086
591	37.7731718648	-122.417630036
592	37.7653293229	-122.415313569
593	37.7738213145	-122.477293418
594	37.77398299	-122.473757837
595	37.7734428471	-122.413576423
596	37.775003907	-122.411595368
597	37.7721977454	-122.412049557
598	37.7737602421	-122.410066128
599	37.771120424	-122.408339009
600	37.7757767162	-122.404409746
601	37.7745449585	-122.402865236
602	37.7733128186	-122.401318962
603	37.7740203095	-122.406632385
604	37.7727792881	-122.405094318
605	37.7715567789	-122.403541163
606	37.7590735895	-122.402456035
607	37.7591793699	-122.399596731
608	37.7759098855	-122.416697674
609	37.7746625685	-122.415132801
610	37.7762410568	-122.435508447
611	37.7743788143	-122.435127299
612	37.7756869179	-122.477429594
613	37.7758482423	-122.473896016
614	37.7761934477	-122.452752517
615	37.777018571	-122.448507759
616	37.7775504366	-122.477565392
617	37.7777108583	-122.474031903
618	37.7787735534	-122.421249891
619	37.7778151659	-122.423166009
620	37.7774761562	-122.414727648
621	37.7789657646	-122.412838431
622	37.776225042	-122.413158747
623	37.7777167599	-122.411271852
624	37.7778995794	-122.491023218
625	37.7750760358	-122.49082334
626	37.7764843196	-122.409724077
627	37.7782421631	-122.407500828
628	37.7800027099	-122.405272569
629	37.7752522694	-122.408180203
630	37.7770095038	-122.405955715
631	37.778768758	-122.403729206
632	37.7790776453	-122.390814966
633	37.7806479353	-122.38895363
634	37.779444783	-122.477703611
635	37.7796036813	-122.474169181
636	37.779314369	-122.45982746
637	37.7757926097	-122.459593171
638	37.777536039	-122.402183666
639	37.779295534	-122.399955531
640	37.7810567764	-122.397728482
641	37.7798242491	-122.396184168
642	37.7785897528	-122.394640223
643	37.7780640947	-122.398413072
644	37.7768293162	-122.396867927
645	37.7763039344	-122.400639823
646	37.7793734339	-122.418417478
647	37.7772924768	-122.418242123
648	37.7812165195	-122.418787348
649	37.7685151936	-122.386984708
650	37.772040936	-122.388010163
651	37.7661106026	-122.396448048
652	37.7685612255	-122.396066036
653	37.7693130539	-122.394043848
654	37.7723248348	-122.394277647
655	37.7745672993	-122.388276296
656	37.7717039388	-122.399354779
657	37.7752794248	-122.394914445
658	37.7791498383	-122.450682195
659	37.7813377829	-122.450779254
660	37.7808585301	-122.489092066
661	37.7810331951	-122.485340874
662	37.7809161957	-122.442591713
663	37.7804177067	-122.445637935
664	37.7805281711	-122.401501571
665	37.7822882047	-122.399272861
666	37.780722718	-122.410614192
667	37.7824396683	-122.408578109
668	37.7809276858	-122.407211627
669	37.7794745366	-122.409048021
670	37.7824181115	-122.439748758
671	37.7805513032	-122.439208137
672	37.7817629021	-122.403046176
673	37.7835254485	-122.400816874
674	37.7827569004	-122.489227382
675	37.7816075717	-122.492328903
676	37.7820829936	-122.482726856
677	37.7812715062	-122.479982464
678	37.7842487572	-122.410131469
679	37.7845644518	-122.408581817
680	37.7833058532	-122.429302061
681	37.7837111862	-122.42604983
682	37.7837415561	-122.422809265
683	37.7812839576	-122.422179174
684	37.7840560459	-122.406284973
685	37.7826826683	-122.404986647
686	37.7830049367	-122.45235664
687	37.7836168036	-122.448113422
688	37.7793751426	-122.512017541
689	37.7729965374	-122.510003608
690	37.7852834509	-122.398589021
691	37.7840474881	-122.397045465
692	37.7828158377	-122.395501601
693	37.7815837987	-122.393959726
694	37.7803487547	-122.392413552
695	37.7848003445	-122.436388272
696	37.7852275938	-122.43305718
697	37.7849505096	-122.456839552
698	37.7826435599	-122.456692099
699	37.7863610316	-122.419826545
700	37.7844954645	-122.419449169
701	37.7854269698	-122.419644341
702	37.7853252417	-122.412882314
703	37.7857428631	-122.409589906
704	37.7866764459	-122.409774245
705	37.785635518	-122.429765895
706	37.7860390327	-122.426507924
707	37.786777916	-122.416540862
708	37.7858429839	-122.416352204
709	37.7860746406	-122.448160533
710	37.7865085082	-122.445086443
711	37.7862597399	-122.413064589
712	37.7871965927	-122.413255678
713	37.7876161368	-122.40996178
714	37.7869131999	-122.441906986
715	37.7857137995	-122.439963697
716	37.7865252762	-122.481202664
717	37.7866557275	-122.475029439
718	37.786984359	-122.452671656
719	37.7866884089	-122.486785748
720	37.7849186863	-122.488962017
721	37.7870708571	-122.469507643
722	37.7855144509	-122.469681682
723	37.7870052036	-122.386792938
724	37.7849314304	-122.389745694
725	37.7838985895	-122.387889041
726	37.7833293044	-122.391729915
727	37.7821026528	-122.390104043
728	37.786599415	-122.465751073
729	37.782911365	-122.465484551
730	37.7870389672	-122.396369487
731	37.7886118631	-122.39437854
732	37.7858046943	-122.394821377
733	37.7881312947	-122.413439985
734	37.7890640113	-122.413629141
735	37.7894836807	-122.410334953
736	37.7885494917	-122.410145473
737	37.7862399218	-122.502667283
738	37.7824314899	-122.506210231
739	37.7836556028	-122.497716565
740	37.7895122048	-122.399476145
741	37.7882712905	-122.397915662
742	37.7877571488	-122.401697319
743	37.7865172168	-122.400137842
744	37.7860005533	-122.40393032
745	37.7847538548	-122.402367578
746	37.7897960945	-122.407871489
747	37.7888635511	-122.407681069
748	37.787929737	-122.407498826
749	37.786988053	-122.407312919
750	37.7860508814	-122.407118146
751	37.7851906297	-122.407103651
752	37.7899982509	-122.406276404
753	37.7890652172	-122.406085398
754	37.788131637	-122.405907411
755	37.7893090727	-122.457542344
756	37.7898503287	-122.454067502
757	37.7882213716	-122.453769807
758	37.7882578506	-122.488360655
759	37.7849871941	-122.492060671
760	37.7909400301	-122.414008133
761	37.7914609503	-122.409901769
762	37.791361448	-122.390904732
763	37.7898489415	-122.388696128
764	37.7899985133	-122.392623884
765	37.7887624267	-122.391075593
766	37.7875581129	-122.389415743
767	37.7873770175	-122.39283031
768	37.7845750892	-122.393250054
769	37.7919871766	-122.427713234
770	37.7904124692	-122.425713721
771	37.7918794415	-122.414199493
772	37.7926225952	-122.410706511
773	37.7907392455	-122.397919195
774	37.791433913	-122.397038176
775	37.792124874	-122.396160718
776	37.7928129633	-122.395281296
777	37.7935072659	-122.394402848
778	37.7930567604	-122.391988204
779	37.7922708959	-122.392852335
780	37.7915751463	-122.393732468
781	37.7908839144	-122.394610341
782	37.7938153935	-122.406258533
783	37.7929088043	-122.406074927
784	37.7909324585	-122.406445948
785	37.791968921	-122.405880059
786	37.791129004	-122.4048863
787	37.7932103626	-122.403689398
788	37.7922706713	-122.40349364
789	37.791329555	-122.403300586
790	37.7934196628	-122.402041503
791	37.7924799595	-122.401849176
792	37.795577405	-122.406608323
793	37.7946972832	-122.406437571
794	37.7936862776	-122.439873487
795	37.7922178326	-122.443815418
796	37.7940659759	-122.444147739
797	37.7970357758	-122.402179709
798	37.7961473958	-122.401989199
799	37.79631234	-122.404318657
800	37.7949935881	-122.404054103
801	37.7941168868	-122.403877845
802	37.7951952603	-122.402402394
803	37.7943236397	-122.402231353
804	37.7953547195	-122.400993585
805	37.7944847644	-122.400817456
806	37.794253144	-122.395694261
807	37.7941060393	-122.393727894
808	37.7954130576	-122.393314769
809	37.7955389783	-122.395788695
810	37.7949500361	-122.397281969
811	37.7947986941	-122.398472757
812	37.794648707	-122.399649569
813	37.7956752452	-122.398630194
814	37.7977818377	-122.397310693
815	37.7995712382	-122.438521333
816	37.7973155387	-122.438547238
817	37.8015559219	-122.422902265
818	37.8003773806	-122.420979348
819	37.801648876	-122.434122955
820	37.7991408875	-122.434219477
821	37.8019274896	-122.404456468
822	37.8033544169	-122.406910588
823	37.8029908034	-122.405780674
824	37.8020785978	-122.440689475
825	37.8023798106	-122.438252876
826	37.7988173332	-122.401016795
827	37.8018253867	-122.401719131
828	37.8020718025	-122.398326469
829	37.8041923655	-122.402818253
830	37.8002008748	-122.399322766
831	37.8024066039	-122.415809075
832	37.8042961877	-122.417255653
833	37.804690319	-122.413944181
834	37.8051830808	-122.409309413
835	37.8055897878	-122.405481899
836	37.8052888356	-122.423650679
837	37.8034225493	-122.423267642
838	37.8056525992	-122.439844373
839	37.805971711	-122.435461681
840	37.8051221687	-122.445687962
841	37.8029166607	-122.448107765
842	37.803601356	-122.444424808
843	37.7876017707	-122.447854741
844	37.8055516761	-122.428208101
845	37.8039113315	-122.434362201
846	37.8067981597	-122.43087334
847	37.8072354437	-122.421236697
848	37.8038563285	-122.419974307
849	37.8019941137	-122.419613881
850	37.8057201963	-122.42036502
851	37.8082184592	-122.414986922
852	37.8064007263	-122.415255418
853	37.8071490215	-122.409824291
854	37.8065033009	-122.404274046
855	37.8093702605	-122.410205914
856	37.7920642557	-122.478950527
857	37.7888162691	-122.479882148
858	37.7892827933	-122.47393515
859	37.7912908109	-122.467539465
860	37.8017653382	-122.471507834
861	37.7928958357	-122.459236459
862	37.7946931727	-122.451610973
863	37.7953681952	-122.475779621
864	37.8010217284	-122.475251363
865	37.8109360675	-122.36587531
866	37.8182071481	-122.371071266
867	37.8204095829	-122.366189733
868	37.8238846996	-122.368098232
869	37.8255943351	-122.375917906
870	37.8271408499	-122.370037687
871	37.8298645848	-122.3735779
872	37.8216420832	-122.373408031
873	37.70961628	-122.446730117
874	37.7097580841	-122.439452668
875	37.7128621957	-122.398382071
876	37.7099588229	-122.400211241
877	37.710040783	-122.428545227
878	37.7139637327	-122.429438386
879	37.7159021639	-122.39363498
