trip_id	route_id	type	startTime	Capacity	shape_id
5118192	1003	3	150500	63	90147
5118191	1003	3	144500	63	90147
5118190	1003	3	142500	63	90147
5118189	1003	3	140500	63	90147
5118188	1003	3	134500	63	90147
5118187	1003	3	132500	63	90147
5118186	1003	3	130500	63	90147
5118185	1003	3	124500	63	90147
5118184	1003	3	122500	63	90147
5118183	1003	3	120500	63	90147
5118182	1003	3	114500	63	90147
5118181	1003	3	112500	63	90147
5118180	1003	3	110500	63	90147
5118178	1003	3	104500	63	90147
5118349	1002	3	144500	63	90151
5118348	1002	3	142900	63	90151
5118347	1002	3	140900	63	90151
5118293	1003	3	92900	63	90147
5118298	1003	3	91700	63	90147
5118292	1003	3	90500	63	90147
5118291	1003	3	85300	63	90147
5118297	1003	3	84100	63	90147
5118290	1003	3	82900	63	90147
5118289	1003	3	81700	63	90147
5118288	1003	3	80500	63	90147
5118287	1003	3	75300	63	90147
5118286	1003	3	74100	63	90147
5118285	1003	3	72900	63	90147
5118284	1003	3	71700	63	90147
5118224	1003	3	70500	63	90147
5118225	1003	3	65100	63	90147
5118299	1003	3	63300	63	90147
5118314	1002	3	62000	63	90150
5118313	1002	3	60000	63	90150
5118370	1002	3	192500	63	90151
5118369	1002	3	190500	63	90151
5118368	1002	3	185000	63	90151
5118367	1002	3	183700	63	90151
5118366	1002	3	182500	63	90151
5118365	1002	3	181200	63	90151
5118364	1002	3	180000	63	90151
5118363	1002	3	174800	63	90151
5118362	1002	3	173600	63	90151
5118361	1002	3	172400	63	90151
5118360	1002	3	171200	63	90151
5118359	1002	3	170000	63	90151
5118358	1002	3	164800	63	90151
5118357	1002	3	163600	63	90151
5118356	1002	3	162400	63	90151
5118378	1002	3	161200	63	90151
5118355	1002	3	160000	63	90151
5118354	1002	3	154800	63	90151
5118353	1002	3	153600	63	90151
5118352	1002	3	152400	63	90151
5118351	1002	3	151200	63	90151
5118350	1002	3	150000	63	90151
5118346	1002	3	134900	63	90151
5118345	1002	3	132900	63	90151
5118344	1002	3	130900	63	90151
5118343	1002	3	124900	63	90151
5118342	1002	3	122900	63	90151
5118341	1002	3	120900	63	90151
5118340	1002	3	114900	63	90151
5118339	1002	3	112900	63	90151
5118338	1002	3	110900	63	90151
5118337	1002	3	104900	63	90151
5118336	1002	3	103000	63	90151
5118335	1002	3	101000	63	90151
5118334	1002	3	95000	63	90151
5118333	1002	3	93000	63	90151
5118332	1002	3	91000	63	90151
5118331	1002	3	85100	63	90151
5118330	1002	3	83700	63	90151
5118329	1002	3	82500	63	90151
5118328	1002	3	81300	63	90151
5118327	1002	3	80100	63	90151
5118326	1002	3	74900	63	90151
5118325	1002	3	73700	63	90151
5118324	1002	3	72500	63	90151
5118323	1002	3	71500	63	90151
5118322	1002	3	70400	63	90151
5118321	1002	3	65400	63	90151
5118320	1002	3	63600	63	90151
5118319	1002	3	62000	63	90151
5118318	1002	3	60000	63	90151
5118317	1002	3	54000	63	90151
5118316	1002	3	52000	63	90151
5118315	1002	3	50000	63	90151
5118375	1003	3	72800	63	90152
5118374	1003	3	71700	63	90152
5118373	1003	3	70500	63	90152
5118312	1003	3	65300	63	90152
5118372	1003	3	64800	63	90152
5118371	1003	3	63600	63	90152
5118310	1003	3	231600	63	90152
5118309	1003	3	224600	63	90152
5118311	1003	3	221600	63	90152
5118308	1003	3	214600	63	90152
5118306	1003	3	212500	63	90152
5118305	1003	3	210500	63	90152
5118307	1003	3	204500	63	90152
5118304	1003	3	202500	63	90152
5118303	1003	3	200500	63	90152
5118302	1003	3	194500	63	90152
5118301	1003	3	192500	63	90152
5118300	1003	3	190500	63	90152
5118421	1003	3	185200	63	90152
5118420	1003	3	184000	63	90152
5118419	1003	3	182800	63	90152
5118418	1003	3	181500	63	90152
5118417	1003	3	180300	63	90152
5118416	1003	3	175100	63	90152
5118415	1003	3	173900	63	90152
5118414	1003	3	172700	63	90152
5118413	1003	3	171600	63	90152
5118412	1003	3	170400	63	90152
5118411	1003	3	165200	63	90152
5118410	1003	3	164000	63	90152
5118409	1003	3	162800	63	90152
5118408	1003	3	161600	63	90152
5118407	1003	3	160400	63	90152
5118406	1003	3	155200	63	90152
5118405	1003	3	154000	63	90152
5118404	1003	3	152800	63	90152
5118403	1003	3	151600	63	90152
5118402	1003	3	150400	63	90152
5118401	1003	3	144700	63	90152
5118400	1003	3	142900	63	90152
5118399	1003	3	140900	63	90152
5118398	1003	3	134900	63	90152
5118397	1003	3	132900	63	90152
5118396	1003	3	130900	63	90152
5118395	1003	3	124900	63	90152
5118394	1003	3	122900	63	90152
5118393	1003	3	120900	63	90152
5118392	1003	3	114900	63	90152
5118391	1003	3	112900	63	90152
5118390	1003	3	110900	63	90152
5118389	1003	3	104900	63	90152
5118388	1003	3	102900	63	90152
5118387	1003	3	100900	63	90152
5118386	1003	3	94900	63	90152
5118385	1003	3	92900	63	90152
5118384	1003	3	90900	63	90152
5118383	1003	3	85200	63	90152
5118382	1003	3	84000	63	90152
5118381	1003	3	82800	63	90152
5118380	1003	3	81600	63	90152
5118379	1003	3	80400	63	90152
5118377	1003	3	75200	63	90152
5118376	1003	3	74000	63	90152
5119262	7769	3	283700	63	90165
5119263	7769	3	280700	63	90165
5119264	7769	3	273700	63	90165
5119265	7769	3	270700	63	90165
5119266	7769	3	263700	63	90165
5119267	7769	3	260700	63	90165
5119268	7769	3	253700	63	90165
5119269	7769	3	250700	63	90165
5119271	7769	3	243700	63	90165
5119336	7769	3	162600	63	90163
5119340	7769	3	160800	63	90163
5119354	7769	3	150200	63	90163
5119446	7769	3	93900	63	90163
5119395	7769	3	92900	63	90163
5119397	7769	3	91900	63	90163
5119399	7769	3	90900	63	90163
5119401	7769	3	90000	63	90163
5119403	7769	3	85200	63	90163
5119411	7769	3	82000	63	90163
5119260	7769	3	292300	63	90164
5119261	7769	3	285300	63	90164
5119270	7769	3	244000	63	90164
5119278	7769	3	222800	63	90164
5119280	7769	3	215700	63	90164
5119282	7769	3	214200	63	90164
5119284	7769	3	212700	63	90164
5119287	7769	3	204700	63	90164
5119444	7769	3	203700	63	90164
5119443	7769	3	200100	63	90164
5119442	7769	3	194500	63	90164
5119441	7769	3	193100	63	90164
5119293	7769	3	192000	63	90164
5119295	7769	3	191600	63	90164
5119296	7769	3	191200	63	90164
5119298	7769	3	190200	63	90164
5119299	7769	3	185900	63	90164
5119300	7769	3	185500	63	90164
5119303	7769	3	184700	63	90164
5119304	7769	3	183900	63	90164
5119306	7769	3	183000	63	90164
5119309	7769	3	182100	63	90164
5119310	7769	3	181200	63	90164
5119312	7769	3	180300	63	90164
5119315	7769	3	175400	63	90164
5119393	7769	3	95400	63	90161
5119394	7769	3	94600	63	90161
5119447	7769	3	93800	63	90161
5119448	7769	3	93200	63	90161
5119445	7769	3	92100	63	90161
5119396	7769	3	91100	63	90161
5119398	7769	3	90100	63	90161
5119400	7769	3	85100	63	90161
5119402	7769	3	84300	63	90161
5119404	7769	3	83500	63	90161
5119406	7769	3	82700	63	90161
5119408	7769	3	81900	63	90161
5119410	7769	3	81100	63	90161
5119412	7769	3	80400	63	90161
5119414	7769	3	75600	63	90161
5119416	7769	3	74800	63	90161
5119418	7769	3	74000	63	90161
5119419	7769	3	73700	63	90161
5119420	7769	3	73300	63	90161
5119421	7769	3	72800	63	90161
5119422	7769	3	72300	63	90161
5119423	7769	3	71800	63	90161
5119424	7769	3	71300	63	90161
5119425	7769	3	70800	63	90161
5119426	7769	3	70200	63	90161
5119427	7769	3	65600	63	90161
5119428	7769	3	65000	63	90161
5119429	7769	3	64300	63	90161
5119430	7769	3	63600	63	90161
5119431	7769	3	62900	63	90161
5119432	7769	3	62300	63	90161
5119433	7769	3	61700	63	90161
5119434	7769	3	61100	63	90161
5119435	7769	3	60300	63	90161
5119436	7769	3	55400	63	90161
5119437	7769	3	53600	63	90161
5119438	7769	3	51900	63	90161
5119439	7769	3	45900	63	90161
5119334	7769	3	163600	63	90162
5119338	7769	3	161800	63	90162
5119342	7769	3	160000	63	90162
5119344	7769	3	155100	63	90162
5119346	7769	3	154200	63	90162
5119348	7769	3	153300	63	90162
5119350	7769	3	152300	63	90162
5119352	7769	3	151300	63	90162
5119356	7769	3	145300	63	90162
5119358	7769	3	144300	63	90162
5119405	7769	3	84500	63	90162
5119407	7769	3	83700	63	90162
5119409	7769	3	82900	63	90162
5119413	7769	3	81400	63	90162
5119415	7769	3	80600	63	90162
5119417	7769	3	75800	63	90162
5119440	7769	3	45000	63	90162
5119320	7769	3	173900	63	90163
5119322	7769	3	172900	63	90163
5119324	7769	3	172000	63	90163
5119326	7769	3	171100	63	90163
5119328	7769	3	170200	63	90163
5119330	7769	3	165300	63	90163
5119332	7769	3	164400	63	90163
5119301	7769	3	185200	63	90161
5119305	7769	3	184300	63	90161
5119307	7769	3	183300	63	90161
5119308	7769	3	182300	63	90161
5119313	7769	3	181500	63	90161
5119311	7769	3	180700	63	90161
5119316	7769	3	180000	63	90161
5119314	7769	3	175200	63	90161
5119317	7769	3	174600	63	90161
5119318	7769	3	173900	63	90161
5119319	7769	3	173200	63	90161
5119321	7769	3	172200	63	90161
5119323	7769	3	171200	63	90161
5119325	7769	3	170300	63	90161
5119327	7769	3	165400	63	90161
5119329	7769	3	164500	63	90161
5119331	7769	3	163600	63	90161
5119333	7769	3	162600	63	90161
5119335	7769	3	161700	63	90161
5119337	7769	3	160800	63	90161
5119339	7769	3	155900	63	90161
5119341	7769	3	155000	63	90161
5119343	7769	3	154100	63	90161
5119345	7769	3	153200	63	90161
5119347	7769	3	152300	63	90161
5119349	7769	3	151400	63	90161
5119351	7769	3	150400	63	90161
