trip_id	route_id	type	startTime	Capacity	shape_id
5123462	1108	3	91600	94	90183
5123607	1108	3	90800	94	90183
5123560	1108	3	90000	94	90183
5123563	1108	3	85200	94	90183
5123565	1108	3	84400	94	90183
5123567	1108	3	83600	94	90183
5123569	1108	3	82800	94	90183
5123571	1108	3	82000	94	90183
5123573	1108	3	81200	94	90183
5123579	1108	3	74800	94	90183
5123580	1108	3	74100	94	90183
5123582	1108	3	73300	94	90183
5123584	1108	3	72600	94	90183
5123586	1108	3	71800	94	90183
5123588	1108	3	71100	94	90183
5123590	1108	3	70300	94	90183
5123592	1108	3	65600	94	90183
5123594	1108	3	64800	94	90183
5123596	1108	3	64000	94	90183
5123559	1109	3	85000	94	90184
5123561	1109	3	84200	94	90184
5123562	1109	3	83400	94	90184
5123564	1109	3	82700	94	90184
5123566	1109	3	81900	94	90184
5123568	1109	3	81200	94	90184
5123570	1109	3	80400	94	90184
5123572	1109	3	75700	94	90184
5123574	1109	3	74900	94	90184
5123576	1109	3	74200	94	90184
5123578	1109	3	73400	94	90184
5123581	1109	3	72700	94	90184
5123583	1109	3	71900	94	90184
5123585	1109	3	71200	94	90184
5123587	1109	3	70400	94	90184
5123589	1109	3	65700	94	90184
5123591	1109	3	64900	94	90184
5123593	1109	3	64200	94	90184
5123595	1109	3	63400	94	90184
5123597	1109	3	62600	94	90184
5123406	1110	3	131600	94	90180
5123407	1110	3	130700	94	90180
5123575	1108	3	80400	94	90183
5123577	1108	3	75600	94	90183
5123463	1110	3	241000	94	90185
5123464	1110	3	235000	94	90185
5123465	1110	3	233500	94	90185
5123466	1110	3	232000	94	90185
5123467	1110	3	230500	94	90185
5123468	1110	3	225000	94	90185
5123469	1110	3	223500	94	90185
5123470	1110	3	222000	94	90185
5123471	1110	3	220500	94	90185
5123472	1110	3	215000	94	90185
5123473	1110	3	213500	94	90185
5123474	1110	3	212000	94	90185
5123608	1110	3	210800	94	90185
5123475	1110	3	205600	94	90185
5123476	1110	3	204400	94	90185
5123477	1110	3	203200	94	90185
5123478	1110	3	202000	94	90185
5123479	1110	3	200800	94	90185
5123480	1110	3	195600	94	90185
5123481	1110	3	194400	94	90185
5123482	1110	3	193200	94	90185
5123483	1110	3	192000	94	90185
5123484	1110	3	191000	94	90185
5123485	1110	3	190000	94	90185
5123486	1110	3	185100	94	90185
5123487	1110	3	184200	94	90185
5123488	1110	3	183300	94	90185
5123489	1110	3	182400	94	90185
5123490	1110	3	181500	94	90185
5123491	1110	3	180700	94	90185
5123492	1110	3	175900	94	90185
5123493	1110	3	175100	94	90185
5123494	1110	3	174300	94	90185
5123495	1110	3	173600	94	90185
5123496	1110	3	172800	94	90185
5123497	1110	3	172000	94	90185
5123498	1110	3	171300	94	90185
5123499	1110	3	170600	94	90185
5123500	1110	3	165800	94	90185
5123501	1110	3	165000	94	90185
5123502	1110	3	164200	94	90185
5123503	1110	3	163500	94	90185
5123505	1110	3	162700	94	90185
5123506	1110	3	162000	94	90185
5123507	1110	3	161200	94	90185
5123508	1110	3	160500	94	90185
5123509	1110	3	155700	94	90185
5123504	1110	3	155700	94	90185
5123510	1110	3	155000	94	90185
5123511	1110	3	154200	94	90185
5123512	1110	3	153500	94	90185
5123513	1110	3	152700	94	90185
5123515	1110	3	151900	94	90185
5123516	1110	3	151100	94	90185
5123517	1110	3	150300	94	90185
5123518	1110	3	145500	94	90185
5123519	1110	3	144600	94	90185
5123520	1110	3	143700	94	90185
5123521	1110	3	142800	94	90185
5123522	1110	3	141900	94	90185
5123523	1110	3	141100	94	90185
5123524	1110	3	140200	94	90185
5123525	1110	3	135300	94	90185
5123526	1110	3	134400	94	90185
5123527	1110	3	133500	94	90185
5123528	1110	3	132700	94	90185
5123529	1110	3	131800	94	90185
5123530	1110	3	130900	94	90185
5123531	1110	3	130000	94	90185
5123532	1110	3	125100	94	90185
5123533	1110	3	124200	94	90185
5123534	1110	3	123300	94	90185
5123535	1110	3	122400	94	90185
5123536	1110	3	121500	94	90185
5123537	1110	3	120600	94	90185
5123538	1110	3	115700	94	90185
5123539	1110	3	114800	94	90185
5123540	1110	3	113900	94	90185
5123541	1110	3	113000	94	90185
5123542	1110	3	112100	94	90185
5123543	1110	3	111200	94	90185
5123544	1110	3	110300	94	90185
5123545	1110	3	105400	94	90185
5123546	1110	3	104500	94	90185
5123547	1110	3	103600	94	90185
5123548	1110	3	102700	94	90185
5123549	1110	3	101800	94	90185
5123550	1110	3	101000	94	90185
5123551	1110	3	100100	94	90185
5123552	1110	3	95200	94	90185
5123553	1110	3	94300	94	90185
5123554	1110	3	93400	94	90185
5123555	1110	3	92500	94	90185
5123556	1110	3	91600	94	90185
5123557	1110	3	90700	94	90185
5123558	1110	3	85800	94	90185
5123598	1110	3	61700	94	90185
5123599	1110	3	60800	94	90185
5123600	1110	3	55800	94	90185
5123601	1110	3	54800	94	90185
5123602	1110	3	53700	94	90185
5123603	1110	3	52700	94	90185
5123604	1110	3	51500	94	90185
5123605	1110	3	50300	94	90185
5123606	1110	3	44300	94	90185
5123514	1110	3	152500	94	90187
5125014	1900	3	62900	94	90188
5125012	1900	3	61000	94	90188
5125011	1900	3	55500	94	90188
5125010	1900	3	53500	94	90188
5124992	1900	3	185200	94	90192
5124991	1900	3	184000	94	90192
5124990	1900	3	182800	94	90192
5124989	1900	3	181800	94	90192
5124987	1900	3	180600	94	90192
5124985	1900	3	175400	94	90192
5124984	1900	3	174200	94	90192
5124982	1900	3	173000	94	90192
5124980	1900	3	171800	94	90192
5124978	1900	3	170600	94	90192
5124976	1900	3	165400	94	90192
5124974	1900	3	164200	94	90192
5124972	1900	3	163000	94	90192
5124970	1900	3	161800	94	90188
5124968	1900	3	160600	94	90188
5124966	1900	3	155400	94	90188
5124964	1900	3	154200	94	90188
5124961	1900	3	153000	94	90188
5124959	1900	3	151800	94	90188
5124957	1900	3	150600	94	90188
5124955	1900	3	145400	94	90188
5124953	1900	3	144200	94	90188
5124950	1900	3	143000	94	90188
5124949	1900	3	141800	94	90188
5124947	1900	3	140600	94	90188
5124945	1900	3	135400	94	90188
5124943	1900	3	134200	94	90188
5124941	1900	3	133000	94	90188
5124939	1900	3	131800	94	90188
5124937	1900	3	130600	94	90188
5124935	1900	3	125400	94	90188
5124933	1900	3	124200	94	90188
5124931	1900	3	123000	94	90188
5124929	1900	3	121800	94	90188
5124927	1900	3	120600	94	90188
5124925	1900	3	115400	94	90188
5124923	1900	3	114200	94	90188
5124921	1900	3	113000	94	90188
5124919	1900	3	111800	94	90188
5124917	1900	3	110600	94	90188
5124915	1900	3	105400	94	90188
5124913	1900	3	104200	94	90188
5124911	1900	3	103000	94	90188
5124909	1900	3	101800	94	90188
5124907	1900	3	100600	94	90188
5124905	1900	3	95400	94	90188
5124903	1900	3	94200	94	90188
5124901	1900	3	93000	94	90188
5124899	1900	3	91800	94	90188
5124897	1900	3	90600	94	90188
5124895	1900	3	85400	94	90188
5124893	1900	3	84200	94	90188
5124891	1900	3	83000	94	90188
5124889	1900	3	81800	94	90188
5124887	1900	3	80600	94	90188
5125028	1900	3	75400	94	90188
5125026	1900	3	74200	94	90188
5125024	1900	3	73000	94	90188
5125022	1900	3	71800	94	90188
5125020	1900	3	70600	94	90188
5125018	1900	3	65400	94	90188
5125016	1900	3	64200	94	90188
5124979	1901	3	171200	63	90196
5124977	1901	3	170000	63	90196
5124975	1901	3	164800	63	90196
5124973	1901	3	163600	63	90196
5124971	1901	3	162400	63	90196
5124969	1901	3	161200	63	90196
5124967	1901	3	160000	63	90196
5124965	1901	3	154800	63	90196
5124962	1901	3	153600	63	90196
5124960	1901	3	152400	63	90196
5124958	1901	3	151200	63	90196
5124956	1901	3	150000	63	90196
5124954	1901	3	144800	63	90196
5124952	1901	3	143600	63	90196
5124951	1901	3	142400	63	90196
5124948	1901	3	141200	63	90196
5124946	1901	3	140000	63	90196
5125151	1900	3	164300	94	90198
5125149	1900	3	163100	94	90198
5125147	1900	3	161900	94	90198
5125145	1900	3	160700	94	90198
5125143	1900	3	155500	94	90198
5125141	1900	3	154300	94	90198
5125139	1900	3	153100	94	90198
5125137	1900	3	151900	94	90198
5125135	1900	3	150800	94	90198
5125132	1900	3	145700	94	90198
5125130	1900	3	144600	94	90198
5125128	1900	3	143500	94	90198
5125126	1900	3	142400	94	90198
5125124	1900	3	141300	94	90198
5125122	1900	3	140100	94	90198
5125120	1900	3	134900	94	90198
5125118	1900	3	133700	94	90198
5125029	1900	3	245800	94	90193
5125009	1900	3	243800	94	90193
5125008	1900	3	241800	94	90193
5125031	1900	3	235800	94	90193
5125007	1900	3	233800	94	90193
5125006	1900	3	231800	94	90193
5125005	1900	3	225800	94	90193
5125004	1900	3	223800	94	90193
5125030	1900	3	221800	94	90193
5125003	1900	3	220300	94	90193
5125002	1900	3	214800	94	90193
5125001	1900	3	213300	94	90193
5125032	1900	3	211800	94	90193
5125000	1900	3	210300	94	90193
5124999	1900	3	204800	94	90193
5125033	1900	3	203300	94	90193
5124998	1900	3	201800	94	90193
5124997	1900	3	200400	94	90193
5124996	1900	3	194900	94	90193
5124995	1900	3	193500	94	90193
5124994	1900	3	192300	94	90193
5124993	1900	3	191000	94	90193
5124988	1901	3	181200	63	90196
5124986	1901	3	180000	63	90196
5124963	1901	3	174700	63	90196
5124983	1901	3	173600	63	90196
5124981	1901	3	172400	63	90196
5124944	1901	3	134800	63	90196
5124942	1901	3	133600	63	90196
5124940	1901	3	132400	63	90196
5124938	1901	3	131200	63	90196
5124936	1901	3	130000	63	90196
5124934	1901	3	124800	63	90196
5124932	1901	3	123600	63	90196
5124930	1901	3	122400	63	90196
5124928	1901	3	121200	63	90196
5124926	1901	3	120000	63	90196
5124924	1901	3	114800	63	90196
5124922	1901	3	113600	63	90196
5124920	1901	3	112400	63	90196
5124918	1901	3	111200	63	90196
5124916	1901	3	110000	63	90196
5124914	1901	3	104800	63	90196
5124912	1901	3	103600	63	90196
5124910	1901	3	102400	63	90196
5124908	1901	3	101200	63	90196
5124906	1901	3	100000	63	90196
5124904	1901	3	94800	63	90196
5124902	1901	3	93600	63	90196
5124900	1901	3	92400	63	90196
5124898	1901	3	91200	63	90196
5124896	1901	3	90000	63	90196
5124894	1901	3	84800	63	90196
5124892	1901	3	83600	63	90196
5124890	1901	3	82400	63	90196
5124888	1901	3	81200	63	90196
5124886	1901	3	80000	63	90196
5125027	1901	3	74800	63	90196
5125025	1901	3	73600	63	90196
5125023	1901	3	72400	63	90196
5125021	1901	3	71200	63	90196
5125019	1901	3	70000	63	90196
5125017	1901	3	64800	63	90196
5125015	1901	3	63600	63	90196
5125013	1901	3	62300	63	90196
5125040	1900	3	55100	94	90197
5125039	1900	3	53900	94	90197
5125038	1900	3	52400	94	90197
5125037	1900	3	51000	94	90197
5125036	1900	3	45500	94	90197
5125159	1900	3	173100	94	90198
5125157	1900	3	171900	94	90198
5125155	1900	3	170700	94	90198
5125153	1900	3	165500	94	90198
5125116	1900	3	132500	94	90198
5125114	1900	3	131300	94	90198
5125112	1900	3	130100	94	90198
5125110	1900	3	124900	94	90198
5125109	1900	3	123700	94	90198
5125107	1900	3	122500	94	90198
5125105	1900	3	121300	94	90198
5125103	1900	3	120100	94	90198
5125101	1900	3	114900	94	90198
5125099	1900	3	113700	94	90198
5125097	1900	3	112500	94	90198
5125095	1900	3	111300	94	90198
5125093	1900	3	110100	94	90198
5125091	1900	3	104900	94	90198
5125089	1900	3	103700	94	90198
5125087	1900	3	102400	94	90198
5125084	1900	3	101200	94	90198
5125082	1900	3	100000	94	90198
5125080	1900	3	94800	94	90198
5125078	1900	3	93600	94	90198
5125076	1900	3	92400	94	90198
5125074	1900	3	91100	94	90198
5125072	1900	3	85900	94	90198
5125070	1900	3	84700	94	90198
5125068	1900	3	83500	94	90198
5125066	1900	3	82200	94	90198
5125064	1900	3	81000	94	90198
5125062	1900	3	75900	94	90198
5125060	1900	3	74700	94	90198
5125058	1900	3	73600	94	90198
5125056	1900	3	72400	94	90198
5125054	1900	3	71200	94	90198
5125052	1900	3	65900	94	90198
5125050	1900	3	64700	94	90198
5125048	1900	3	63700	94	90198
5125046	1900	3	62600	94	90198
5125044	1900	3	61400	94	90198
5125042	1900	3	55900	94	90198
5125133	1900	3	151500	94	90202
5125160	1900	3	174900	94	90203
5125035	1900	3	241000	94	90204
5125034	1900	3	235000	94	90204
5125179	1900	3	233000	94	90204
5125181	1900	3	231000	94	90204
5125178	1900	3	225000	94	90204
5125177	1900	3	223000	94	90204
5125176	1900	3	221000	94	90204
5125175	1900	3	215500	94	90204
5125174	1900	3	214000	94	90204
5125173	1900	3	212500	94	90204
5125108	1901	3	124500	63	90207
5125106	1901	3	123300	63	90207
5125104	1901	3	122100	63	90207
5125102	1901	3	120900	63	90207
5125100	1901	3	115700	63	90207
5125098	1901	3	114500	63	90207
5125096	1901	3	113300	63	90207
5125094	1901	3	112100	63	90207
5125092	1901	3	110900	63	90207
5125090	1901	3	105700	63	90207
5125088	1901	3	104500	63	90207
5125086	1901	3	103300	63	90207
5125083	1901	3	102100	63	90207
5125081	1901	3	100900	63	90207
5125079	1901	3	95700	63	90207
5125077	1901	3	94500	63	90207
5125075	1901	3	93300	63	90207
5125073	1901	3	92100	63	90207
5125071	1901	3	90900	63	90207
5125067	1901	3	84500	63	90207
5125069	1901	3	85700	63	90207
5125065	1901	3	83300	63	90207
5125063	1901	3	82100	63	90207
5125061	1901	3	80900	63	90207
5125059	1901	3	75700	63	90207
5125057	1901	3	74500	63	90207
5125055	1901	3	73300	63	90207
5125053	1901	3	72100	63	90207
5125051	1901	3	70900	63	90207
5125049	1901	3	65700	63	90207
5125047	1901	3	64500	63	90207
5125045	1901	3	63300	63	90207
5125043	1901	3	62100	63	90207
5125041	1901	3	60600	63	90207
5125182	1900	3	211000	94	90204
5125172	1900	3	205500	94	90204
5125171	1900	3	204000	94	90204
5125170	1900	3	202500	94	90204
5125169	1900	3	201000	94	90204
5125168	1900	3	195500	94	90204
5125167	1900	3	194000	94	90204
5125166	1900	3	192500	94	90204
5125165	1900	3	191000	94	90204
5125164	1900	3	185500	94	90204
5125163	1900	3	184000	94	90204
5125162	1900	3	182500	94	90204
5125180	1900	3	181300	94	90204
5125161	1900	3	180100	94	90204
5125158	1901	3	174000	63	90207
5125156	1901	3	172800	63	90207
5125154	1901	3	171600	63	90207
5125152	1901	3	170400	63	90207
5125148	1901	3	164000	63	90207
5125150	1901	3	165200	63	90207
5125146	1901	3	162800	63	90207
5125144	1901	3	161600	63	90207
5125142	1901	3	160400	63	90207
5125140	1901	3	155200	63	90207
5125138	1901	3	154000	63	90207
5125136	1901	3	152800	63	90207
5125134	1901	3	151600	63	90207
5125131	1901	3	150500	63	90207
5125129	1901	3	145400	63	90207
5125127	1901	3	144300	63	90207
5125125	1901	3	143200	63	90207
5125123	1901	3	142100	63	90207
5125121	1901	3	140900	63	90207
5125119	1901	3	135700	63	90207
5125117	1901	3	134500	63	90207
5125115	1901	3	133300	63	90207
5125113	1901	3	132100	63	90207
5125111	1901	3	130900	63	90207
5125085	1901	3	125700	63	90207
5125790	1010	3	103100	63	90208
5125788	1010	3	101100	63	90208
5125786	1010	3	95100	63	90208
5125869	1010	3	93100	63	90208
5125867	1010	3	91000	63	90208
5125865	1010	3	85000	63	90208
5125863	1010	3	83000	63	90208
5125861	1010	3	81000	63	90208
5125859	1010	3	75000	63	90208
5125857	1010	3	73100	63	90208
5125855	1010	3	71200	63	90208
5125853	1010	3	65200	63	90208
5125851	1010	3	63200	63	90208
5125849	1010	3	61200	63	90208
5125872	1010	3	55200	63	90208
5125873	1010	3	191800	63	90209
5125877	1010	3	164700	63	90210
5125876	1010	3	162700	63	90210
5125874	1010	3	185100	63	90208
5125837	1010	3	183100	63	90208
5125835	1010	3	181000	63	90208
5125833	1010	3	175000	63	90208
5125831	1010	3	173000	63	90208
5125829	1010	3	171000	63	90208
5125827	1010	3	165000	63	90208
5125825	1010	3	163000	63	90208
5125823	1010	3	161000	63	90208
5125821	1010	3	155000	63	90208
5125819	1010	3	153000	63	90208
5125817	1010	3	151000	63	90208
5125815	1010	3	145000	63	90208
5125813	1010	3	143000	63	90208
5125875	1010	3	141000	63	90208
5125810	1010	3	135100	63	90208
5125808	1010	3	133100	63	90208
5125806	1010	3	131100	63	90208
5125804	1010	3	125100	63	90208
5125802	1010	3	123100	63	90208
5125800	1010	3	121100	63	90208
5125798	1010	3	115100	63	90208
5125796	1010	3	113100	63	90208
5125794	1010	3	111100	63	90208
5125792	1010	3	105100	63	90208
5125847	1012	3	233000	63	90211
5125846	1012	3	230000	63	90211
5125845	1012	3	223000	63	90211
5125844	1012	3	220000	63	90211
5125843	1012	3	213000	63	90211
5125842	1012	3	210000	63	90211
5125841	1012	3	203000	63	90211
5125840	1012	3	200000	63	90211
5125839	1012	3	193000	63	90211
5125838	1012	3	190800	63	90211
5125836	1012	3	184800	63	90211
5125834	1012	3	182800	63	90211
5125832	1012	3	180800	63	90211
5125830	1012	3	174800	63	90211
5125828	1012	3	172800	63	90211
5125826	1012	3	170800	63	90211
5125824	1012	3	164800	63	90211
5125822	1012	3	162800	63	90211
5125820	1012	3	160800	63	90211
5125818	1012	3	154800	63	90211
5125816	1012	3	152800	63	90211
5125814	1012	3	150800	63	90211
5125812	1012	3	144800	63	90211
5125811	1012	3	142800	63	90211
5125809	1012	3	140800	63	90211
5125807	1012	3	134800	63	90211
5125805	1012	3	132800	63	90211
5125803	1012	3	130800	63	90211
5125801	1012	3	124800	63	90211
5125799	1012	3	122800	63	90211
5125797	1012	3	120800	63	90211
5125795	1012	3	114800	63	90211
5125793	1012	3	112800	63	90211
5125791	1012	3	110800	63	90211
5125789	1012	3	104800	63	90211
5125787	1012	3	102800	63	90211
5125870	1012	3	100800	63	90211
5125928	1010	3	134400	63	90212
5125926	1010	3	132400	63	90212
5125924	1010	3	130400	63	90212
5125922	1010	3	124400	63	90212
5125920	1010	3	122400	63	90212
5125918	1010	3	120400	63	90212
5125916	1010	3	114400	63	90212
5125914	1010	3	112400	63	90212
5125912	1010	3	110400	63	90212
5125910	1010	3	104400	63	90212
5125908	1010	3	102400	63	90212
5125906	1010	3	100400	63	90212
5125904	1010	3	94400	63	90212
5125902	1010	3	92400	63	90212
5125900	1010	3	90300	63	90212
5125899	1010	3	84300	63	90212
5125897	1010	3	82200	63	90212
5125895	1010	3	80000	63	90212
5125893	1010	3	74500	63	90212
5125977	1010	3	73300	63	90212
5125891	1010	3	71800	63	90212
5125889	1010	3	70300	63	90212
5125887	1010	3	64300	63	90212
5125885	1010	3	62700	63	90212
5125883	1010	3	60800	63	90212
5125881	1010	3	54900	63	90212
5125879	1010	3	53000	63	90212
5125968	1010	3	50600	63	90212
5125868	1012	3	94800	63	90211
5125866	1012	3	92800	63	90211
5125864	1012	3	90800	63	90211
5125862	1012	3	84800	63	90211
5125860	1012	3	82800	63	90211
5125858	1012	3	80800	63	90211
5125856	1012	3	74800	63	90211
5125854	1012	3	72800	63	90211
5125852	1012	3	70800	63	90211
5125850	1012	3	64800	63	90211
5125848	1012	3	62800	63	90211
5125871	1012	3	60800	63	90211
5125954	1010	3	180000	63	90212
5125952	1010	3	174000	63	90212
5125950	1010	3	172000	63	90212
5125948	1010	3	170000	63	90212
5125946	1010	3	164000	63	90212
5125944	1010	3	162000	63	90212
5125942	1010	3	160000	63	90212
5125940	1010	3	154200	63	90212
5125938	1010	3	152200	63	90212
5125936	1010	3	150200	63	90212
5125934	1010	3	144200	63	90212
5125932	1010	3	142200	63	90212
5125930	1010	3	140200	63	90212
5125967	1012	3	233000	63	90215
5125966	1012	3	230000	63	90215
5125965	1012	3	223000	63	90215
5125964	1012	3	220000	63	90215
5125963	1012	3	213000	63	90215
5125962	1012	3	210000	63	90215
5125961	1012	3	203000	63	90215
5125975	1012	3	201200	63	90215
5125960	1012	3	195200	63	90215
5125959	1012	3	193200	63	90215
5125958	1012	3	191200	63	90215
5125957	1012	3	185300	63	90215
5125956	1012	3	183100	63	90215
5125955	1012	3	181100	63	90215
5125974	1010	3	200000	63	90213
5125973	1010	3	193900	63	90213
5125972	1010	3	191900	63	90213
5125970	1010	3	185800	63	90213
5125969	1010	3	183800	63	90213
5125971	1010	3	182000	63	90213
5125978	1010	3	83000	63	90214
5125953	1012	3	175100	63	90215
5125951	1012	3	173100	63	90215
5125949	1012	3	171100	63	90215
5125947	1012	3	165100	63	90215
5125945	1012	3	163100	63	90215
5125943	1012	3	161100	63	90215
5125941	1012	3	155200	63	90215
5125939	1012	3	153200	63	90215
5125937	1012	3	151200	63	90215
5125935	1012	3	145200	63	90215
5125933	1012	3	143200	63	90215
5125931	1012	3	141200	63	90215
5125929	1012	3	135200	63	90215
5125927	1012	3	133200	63	90215
5125925	1012	3	131200	63	90215
5125923	1012	3	125200	63	90215
5125921	1012	3	123200	63	90215
5125919	1012	3	121200	63	90215
5125917	1012	3	115200	63	90215
5125915	1012	3	113200	63	90215
5125913	1012	3	111200	63	90215
5125911	1012	3	105200	63	90215
5125909	1012	3	103200	63	90215
5125907	1012	3	101200	63	90215
5125905	1012	3	95200	63	90215
5125903	1012	3	93200	63	90215
5125901	1012	3	91200	63	90215
5125976	1012	3	85200	63	90215
5125898	1012	3	83200	63	90215
5125896	1012	3	81100	63	90215
5125894	1012	3	75100	63	90215
5125892	1012	3	73100	63	90215
5125890	1012	3	71100	63	90215
5125888	1012	3	65100	63	90215
5125886	1012	3	63700	63	90215
5125884	1012	3	62100	63	90215
5125882	1012	3	60100	63	90215
5125880	1012	3	54400	63	90215
5125878	1012	3	52400	63	90215
5126811	7775	3	240300	94	90225
5126828	7775	3	214200	94	90225
5126856	7775	3	211100	94	90225
5126819	7775	3	205200	94	90225
5126813	7775	3	202300	94	90225
5126816	7775	3	200000	94	90225
5126855	7775	3	194600	94	90225
5126732	7775	3	193300	94	90225
5126730	7775	3	185500	94	90225
5126820	7775	3	212500	94	90223
5126824	7775	3	210100	94	90223
5126845	7775	3	144300	94	90223
5126854	7775	3	73400	94	90223
5126853	7775	3	60800	94	90223
5126757	7775	3	53800	94	90223
5126754	7775	3	52800	94	90223
5126810	7775	3	45900	94	90223
5126723	7775	3	183600	94	90224
5126721	7775	3	182000	94	90224
5126719	7775	3	180400	94	90224
5126717	7775	3	174900	94	90224
5126715	7775	3	173400	94	90224
5126713	7775	3	171900	94	90224
5126711	7775	3	170300	94	90224
5126709	7775	3	164600	94	90224
5126707	7775	3	163100	94	90224
5126705	7775	3	161600	94	90224
5126703	7775	3	160100	94	90224
5126701	7775	3	154600	94	90224
5126699	7775	3	153100	94	90224
5126785	7775	3	85200	94	90224
5126783	7775	3	83700	94	90224
5126781	7775	3	82200	94	90224
5126779	7775	3	80600	94	90224
5126777	7775	3	75000	94	90224
5126775	7775	3	73400	94	90224
5126773	7775	3	71900	94	90224
5126771	7775	3	70500	94	90224
5126809	7775	3	294400	94	90225
5126808	7775	3	291400	94	90225
5126802	7775	3	262900	94	90225
5126800	7775	3	255900	94	90225
5126798	7775	3	253300	94	90225
5126796	7775	3	252100	94	90225
5126812	7775	3	250000	94	90225
5126838	7775	3	124300	94	90222
5126837	7775	3	123400	94	90222
5126836	7775	3	122500	94	90222
5126835	7775	3	121600	94	90222
5126834	7775	3	120700	94	90222
5126833	7775	3	115800	94	90222
5126787	7775	3	114900	94	90222
5126752	7775	3	114000	94	90222
5126751	7775	3	113100	94	90222
5126750	7775	3	112200	94	90222
5126749	7775	3	111300	94	90222
5126748	7775	3	110400	94	90222
5126747	7775	3	105500	94	90222
5126746	7775	3	104600	94	90222
5126745	7775	3	103700	94	90222
5126744	7775	3	102800	94	90222
5126743	7775	3	101900	94	90222
5126742	7775	3	101000	94	90222
5126741	7775	3	100100	94	90222
5126740	7775	3	95200	94	90222
5126739	7775	3	94300	94	90222
5126738	7775	3	93400	94	90222
5126737	7775	3	92600	94	90222
5126736	7775	3	91800	94	90222
5126735	7775	3	91000	94	90222
5126734	7775	3	90200	94	90222
5126786	7775	3	85400	94	90222
5126784	7775	3	83800	94	90222
5126782	7775	3	82300	94	90222
5126780	7775	3	80800	94	90222
5126778	7775	3	75300	94	90222
5126776	7775	3	73700	94	90222
5126774	7775	3	72200	94	90222
5126772	7775	3	70700	94	90222
5126770	7775	3	65300	94	90222
5126769	7775	3	64500	94	90222
5126768	7775	3	63700	94	90222
5126767	7775	3	63000	94	90222
5126766	7775	3	62300	94	90222
5126765	7775	3	61600	94	90222
5126764	7775	3	61000	94	90222
5126763	7775	3	60300	94	90222
5126762	7775	3	55700	94	90222
5126761	7775	3	54900	94	90222
5126760	7775	3	54200	94	90222
5126759	7775	3	53400	94	90222
5126758	7775	3	52500	94	90222
5126756	7775	3	51600	94	90222
5126755	7775	3	50200	94	90222
5126753	7775	3	43300	94	90222
5126795	7775	3	250700	94	90222
5126794	7775	3	245200	94	90222
5126793	7775	3	243700	94	90222
5126792	7775	3	242000	94	90222
5126791	7775	3	240400	94	90222
5126790	7775	3	235300	94	90222
5126852	7775	3	234100	94	90222
5126789	7775	3	232900	94	90222
5126788	7775	3	231700	94	90222
5126832	7775	3	230500	94	90222
5126831	7775	3	225300	94	90222
5126851	7775	3	224100	94	90222
5126830	7775	3	222900	94	90222
5126829	7775	3	221700	94	90222
5126827	7775	3	220500	94	90222
5126850	7775	3	215300	94	90222
5126826	7775	3	214100	94	90222
5126825	7775	3	212800	94	90222
5126823	7775	3	211600	94	90222
5126822	7775	3	210400	94	90222
5126821	7775	3	205100	94	90222
5126849	7775	3	203900	94	90222
5126818	7775	3	202700	94	90222
5126817	7775	3	201600	94	90222
5126815	7775	3	200400	94	90222
5126814	7775	3	195200	94	90222
5126733	7775	3	194000	94	90222
5126731	7775	3	193000	94	90222
5126729	7775	3	192100	94	90222
5126728	7775	3	191300	94	90222
5126727	7775	3	190500	94	90222
5126726	7775	3	185600	94	90222
5126725	7775	3	184800	94	90222
5126724	7775	3	183900	94	90222
5126722	7775	3	182200	94	90222
5126720	7775	3	180600	94	90222
5126718	7775	3	175200	94	90222
5126716	7775	3	173600	94	90222
5126714	7775	3	172100	94	90222
5126712	7775	3	170500	94	90222
5126710	7775	3	164800	94	90222
5126708	7775	3	163200	94	90222
5126706	7775	3	161700	94	90222
5126704	7775	3	160200	94	90222
5126702	7775	3	154700	94	90222
5126700	7775	3	153200	94	90222
5126698	7775	3	151700	94	90222
5126697	7775	3	151000	94	90222
5126696	7775	3	150200	94	90222
5126695	7775	3	145500	94	90222
5126694	7775	3	144700	94	90222
5126693	7775	3	144000	94	90222
5126692	7775	3	143100	94	90222
5126691	7775	3	142200	94	90222
5126690	7775	3	141300	94	90222
5126848	7775	3	140400	94	90222
5126847	7775	3	135500	94	90222
5126846	7775	3	134600	94	90222
5126844	7775	3	133700	94	90222
5126843	7775	3	132800	94	90222
5126842	7775	3	131900	94	90222
5126841	7775	3	131000	94	90222
5126840	7775	3	130100	94	90222
5126839	7775	3	125200	94	90222
5126807	7775	3	285100	94	90222
5126806	7775	3	282200	94	90222
5126805	7775	3	275200	94	90222
5126804	7775	3	272200	94	90222
5126803	7775	3	265200	94	90222
5126801	7775	3	262200	94	90222
5126799	7775	3	255200	94	90222
5126797	7775	3	252200	94	90222
5126619	7775	3	293600	94	90220
5126606	7775	3	290600	94	90220
5126684	7775	3	242500	94	90220
5126687	7775	3	213400	94	90220
5126683	7775	3	211100	94	90220
5126594	7775	3	203400	94	90220
5126630	7775	3	201300	94	90220
5126623	7775	3	193300	94	90220
5126537	7775	3	190700	94	90220
5126685	7775	3	93200	94	90220
5126560	7775	3	121100	94	90217
5126559	7775	3	120200	94	90217
5126558	7775	3	115300	94	90217
5126557	7775	3	114400	94	90217
5126556	7775	3	113600	94	90217
5126555	7775	3	112700	94	90217
