passengerID	OrigTAZ	DestTAZ	mode	timePeriod	direction	PAT
227	304	565	6	AM	1	441
228	442	524	6	AM	1	532
229	26	459	6	AM	1	431
230	1460	512	6	AM	1	438
231	512	1460	6	AM	1	497
232	190	520	6	AM	1	487
233	177	576	6	AM	1	549
234	1500	1559	6	AM	1	517
235	295	330	6	AM	1	527
236	340	386	6	AM	1	461
237	3859	483	6	AM	1	498
238	3	93	6	AM	1	426
239	93	323	6	AM	1	496
240	3822	631	6	AM	1	537
241	637	485	6	AM	1	414
242	443	504	6	AM	1	450
243	3798	1557	6	AM	1	545
244	398	498	6	AM	1	433
245	3822	571	6	AM	1	426
246	1548	571	6	AM	1	507
247	398	482	6	AM	1	540
248	987	974	6	AM	1	403
249	1464	583	6	AM	1	406
250	203	419	6	AM	1	521
251	441	562	6	AM	1	518
252	629	446	6	AM	1	550
253	3817	1796	6	AM	1	522
254	385	583	6	AM	1	424
255	292	1508	6	AM	1	554
256	441	1828	6	AM	1	459
257	23	574	6	AM	1	506
258	987	928	6	AM	1	446
259	4	30	6	AM	1	451
260	30	190	6	AM	1	490
261	3821	573	6	AM	1	444
262	77	402	6	AM	1	564
263	3	332	6	AM	1	457
264	293	534	6	AM	1	490
265	1263	658	6	AM	1	434
266	658	384	6	AM	1	504
267	384	507	6	AM	1	545
268	1547	305	6	AM	1	529
269	440	714	6	AM	1	444
270	714	440	6	AM	1	511
271	440	457	6	AM	1	432
272	987	994	6	AM	1	456
273	1802	1797	6	AM	1	541
274	919	573	6	AM	1	435
275	573	99	6	AM	1	530
276	1065	1073	6	AM	1	563
277	4	281	6	AM	1	447
278	442	503	6	AM	1	524
279	1938	510	6	AM	1	475
280	441	524	6	AM	1	469
281	441	649	6	AM	1	443
282	3822	958	6	AM	1	592
283	1298	1022	6	AM	1	498
284	3788	727	6	AM	1	528
285	293	1545	6	AM	1	447
286	1545	1586	6	AM	1	483
287	441	631	6	AM	1	468
288	1833	73	6	AM	1	483
289	73	70	6	AM	1	538
290	1189	1183	6	AM	1	433
291	291	304	6	AM	1	457
292	1683	1653	6	AM	1	419
293	1653	1932	6	AM	1	431
294	1650	1582	6	AM	1	542
295	443	565	6	AM	1	504
296	3787	434	6	AM	1	456
297	3822	583	6	AM	1	547
298	67	14	6	AM	1	532
299	952	995	6	AM	1	471
300	995	888	6	AM	1	526
301	4	79	6	AM	1	559
302	442	77	6	AM	1	493
303	3821	299	6	AM	1	525
304	1672	1717	6	AM	1	483
305	3	33	6	AM	1	434
306	4	433	6	AM	1	570
307	294	535	6	AM	1	533
308	983	1034	6	AM	1	487
309	982	1882	6	AM	1	469
310	982	959	6	AM	1	430
311	3793	503	6	AM	1	562
312	56	284	6	AM	1	566
313	1460	1545	6	AM	1	533
314	3894	1545	6	AM	1	496
315	755	761	6	AM	1	432
316	3758	625	6	AM	1	452
317	341	278	6	AM	1	430
318	211	29	6	AM	1	422
319	1548	1584	6	AM	1	484
320	442	514	6	AM	1	492
321	442	258	6	AM	1	488
322	4	1879	6	AM	1	420
323	3786	1023	6	AM	1	535
324	442	700	6	AM	1	570
325	1464	499	6	AM	1	467
326	442	350	6	AM	1	493
327	1557	1613	6	AM	1	528
328	23	650	6	AM	1	574
329	178	530	6	AM	1	474
330	56	305	6	AM	1	457
331	441	430	6	AM	1	396
332	3821	583	6	AM	1	487
333	4	233	6	AM	1	527
334	608	1393	6	AM	1	547
335	1755	1586	6	AM	1	524
336	3	42	6	AM	1	512
337	442	499	6	AM	1	483
338	3906	132	6	AM	1	441
339	709	503	6	AM	1	537
340	214	360	6	AM	1	521
341	441	255	6	AM	1	500
342	442	484	6	AM	1	506
343	309	195	6	AM	1	506
344	59	501	6	AM	1	431
345	3858	1510	6	AM	1	505
346	3786	921	6	AM	1	558
347	452	523	6	AM	1	462
348	3815	14	6	AM	1	472
349	402	1345	6	AM	1	560
350	4	882	6	AM	1	633
351	1029	1082	6	AM	1	443
352	1049	1198	6	AM	1	427
353	3856	1846	6	AM	1	522
354	437	529	6	AM	1	471
355	29	1881	6	AM	1	502
356	439	658	6	AM	1	436
357	658	720	6	AM	1	497
358	442	569	6	AM	1	536
359	46	513	6	AM	1	576
360	928	905	6	AM	1	413
361	471	29	6	AM	1	467
362	1339	926	6	AM	1	486
363	2	1848	6	AM	1	435
364	471	798	6	AM	1	528
365	471	545	6	AM	1	527
366	564	480	6	AM	1	447
367	555	373	6	AM	1	504
368	458	670	6	AM	1	548
369	3	560	6	AM	1	444
370	560	3	6	AM	1	597
371	287	454	6	AM	1	468
372	16	1806	6	AM	1	471
373	954	556	6	AM	1	429
374	471	612	6	AM	1	431
375	612	471	6	AM	1	532
376	3821	629	6	AM	1	567
377	58	305	6	AM	1	516
378	472	584	6	AM	1	527
379	3821	251	6	AM	1	432
380	170	400	6	AM	1	484
381	3758	1263	6	AM	1	445
382	1418	1549	6	AM	1	522
383	1041	1073	6	AM	1	505
384	442	538	6	AM	1	550
385	3788	438	6	AM	1	515
386	1974	1605	6	AM	1	517
387	149	113	6	AM	1	443
388	825	610	6	AM	1	510
389	3751	962	6	AM	1	510
390	471	337	6	AM	1	473
391	45	175	6	AM	1	452
392	3809	1600	6	AM	1	511
393	42	514	6	AM	1	521
394	3800	1612	6	AM	1	488
395	483	244	6	AM	1	487
396	42	129	6	AM	1	513
397	3876	641	6	AM	1	545
398	41	305	6	AM	1	502
399	167	528	6	AM	1	476
400	136	1796	6	AM	1	551
401	1420	185	6	AM	1	521
402	219	554	6	AM	1	455
403	472	541	6	AM	1	460
404	1630	1250	6	AM	1	471
405	37	65	6	AM	1	544
406	1567	1657	6	AM	1	427
407	1657	1545	6	AM	1	546
408	945	512	6	AM	1	437
409	316	281	6	AM	1	448
410	471	541	6	AM	1	483
411	1063	1080	6	AM	1	471
412	484	1490	6	AM	1	559
413	1913	1932	6	AM	1	435
414	385	720	6	AM	1	438
415	770	724	6	AM	1	488
416	34	45	6	AM	1	506
417	680	485	6	AM	1	472
418	43	65	6	AM	1	475
419	281	584	6	AM	1	424
420	3805	1582	6	AM	1	560
421	218	1872	6	AM	1	451
422	33	93	6	AM	1	459
423	93	271	6	AM	1	544
424	36	93	6	AM	1	436
425	93	36	6	AM	1	490
426	631	282	6	AM	1	423
427	282	427	6	AM	1	559
428	283	305	6	AM	1	527
429	3897	318	6	AM	1	551
430	281	1568	6	AM	1	507
431	472	1832	6	AM	1	468
432	1061	1092	6	AM	1	510
433	4	16	6	AM	1	555
434	3793	500	6	AM	1	532
435	344	617	6	AM	1	522
436	3757	585	6	AM	1	487
437	282	515	6	AM	1	527
438	218	558	6	AM	1	565
439	3821	541	6	AM	1	457
440	44	273	6	AM	1	396
441	322	44	6	AM	1	532
442	304	581	6	AM	1	391
443	217	305	6	AM	1	458
444	162	37	6	AM	1	473
445	455	1364	6	AM	1	494
446	3811	1653	6	AM	1	477
447	463	1501	6	AM	1	507
448	497	248	6	AM	1	525
449	283	1489	6	AM	1	583
450	682	614	6	AM	1	487
451	31	318	6	AM	1	470
452	283	1731	6	AM	1	534
453	463	797	6	AM	1	498
454	79	349	6	AM	1	548
455	425	455	6	AM	1	481
456	462	386	6	AM	1	445
457	39	140	6	AM	1	456
458	140	224	6	AM	1	508
459	455	584	6	AM	1	475
460	745	732	6	AM	1	464
461	732	745	6	AM	1	494
462	463	723	6	AM	1	466
463	277	478	6	AM	1	573
464	455	552	6	AM	1	424
465	463	1017	6	AM	1	440
466	531	713	6	AM	1	494
467	1415	957	6	AM	1	477
468	462	576	6	AM	1	509
469	649	623	6	AM	1	382
470	553	457	6	AM	1	513
471	279	923	6	AM	1	541
472	3887	774	6	AM	1	378
473	38	1831	6	AM	1	448
474	1831	38	6	AM	1	564
475	1533	709	6	AM	1	475
476	32	113	6	AM	1	571
477	38	148	6	AM	1	420
478	1055	1029	6	AM	1	521
479	1931	1613	6	AM	1	434
480	1489	626	6	AM	1	428
481	627	549	6	AM	1	541
482	229	568	6	AM	1	438
483	456	532	6	AM	1	475
484	1053	1270	6	AM	1	560
485	29	103	6	AM	1	521
486	3822	513	6	AM	1	507
487	464	1444	6	AM	1	520
488	3793	505	6	AM	1	422
489	455	376	6	AM	1	448
490	227	486	6	AM	1	481
491	463	584	6	AM	1	371
492	1053	1058	6	AM	1	544
493	84	240	6	AM	1	393
494	240	348	6	AM	1	485
495	462	581	6	AM	1	490
496	3788	879	6	AM	1	456
497	227	305	6	AM	1	499
498	542	761	6	AM	1	506
499	3805	1570	6	AM	1	497
500	462	583	6	AM	1	517
501	3757	1350	6	AM	1	436
502	274	70	6	AM	1	467
503	209	631	6	AM	1	487
504	1053	933	6	AM	1	465
505	219	256	6	AM	1	542
506	3812	1504	6	AM	1	460
507	228	304	6	AM	1	501
508	304	461	6	AM	1	564
509	41	225	6	AM	1	516
510	271	529	6	AM	1	453
511	1234	1061	6	AM	1	504
512	274	578	6	AM	1	489
513	29	1805	6	AM	1	471
514	1805	29	6	AM	1	577
515	463	305	6	AM	1	448
516	226	400	6	AM	1	410
517	3757	406	6	AM	1	463
518	464	1691	6	AM	1	460
519	226	598	6	AM	1	440
520	3798	1547	6	AM	1	549
521	319	579	6	AM	1	501
522	403	1545	6	AM	1	489
523	424	271	6	AM	1	531
524	339	398	6	AM	1	492
525	39	254	6	AM	1	453
526	3818	1897	6	AM	1	446
527	21	477	6	AM	1	441
528	477	530	6	AM	1	485
529	424	362	6	AM	1	453
530	3758	131	6	AM	1	448
531	27	54	6	AM	1	474
532	54	27	6	AM	1	556
533	464	608	6	AM	1	512
534	274	513	6	AM	1	516
535	456	228	6	AM	1	526
536	3821	383	6	AM	1	495
537	1261	1059	6	AM	1	455
538	1942	1935	6	AM	1	414
539	3859	649	6	AM	1	478
540	455	970	6	AM	1	422
541	271	495	6	AM	1	491
542	7	49	6	AM	1	428
543	260	289	6	AM	1	551
544	358	578	6	AM	1	482
545	464	578	6	AM	1	502
546	27	67	6	AM	1	458
547	1250	1229	6	AM	1	417
548	462	573	6	AM	1	468
549	447	1494	6	AM	1	466
550	1494	447	6	AM	1	521
551	1548	3798	6	AM	1	541
552	459	743	6	AM	1	465
553	463	1537	6	AM	1	472
554	260	514	6	AM	1	558
555	463	1041	6	AM	1	498
556	3895	1604	6	AM	1	509
557	1338	958	6	AM	1	500
558	240	282	6	AM	1	480
559	387	1546	6	AM	1	582
560	455	1089	6	AM	1	484
561	49	79	6	AM	1	517
562	240	128	6	AM	1	502
563	430	418	6	AM	1	497
564	614	520	6	AM	1	450
565	260	619	6	AM	1	436
566	238	607	6	AM	1	569
567	1356	728	6	AM	1	434
568	260	1413	6	AM	1	546
569	447	1485	6	AM	1	456
570	87	1462	6	AM	1	491
571	3824	171	6	AM	1	525
572	463	538	6	AM	1	545
573	304	177	6	AM	1	481
574	1309	1331	6	AM	1	470
575	463	992	6	AM	1	495
576	99	485	6	AM	1	449
577	260	454	6	AM	1	498
578	464	319	6	AM	1	480
579	1418	1554	6	AM	1	469
580	1418	1558	6	AM	1	465
581	260	289	6	AM	1	529
582	3822	478	6	AM	1	514
583	207	289	6	AM	1	422
584	289	207	6	AM	1	432
585	3822	71	6	AM	1	553
586	3901	1659	6	AM	1	568
587	240	454	6	AM	1	423
588	463	699	6	AM	1	454
589	614	568	6	AM	1	427
590	610	995	6	AM	1	516
591	1330	1345	6	AM	1	514
592	407	487	6	AM	1	436
593	1491	1450	6	AM	1	559
594	322	437	6	AM	1	513
595	474	834	6	AM	1	442
596	3822	305	6	AM	1	535
597	256	764	6	AM	1	547
598	585	808	6	AM	1	512
599	92	409	6	AM	1	468
600	19	1760	6	AM	1	436
601	23	355	6	AM	1	593
602	1040	712	6	AM	1	546
603	3859	509	6	AM	1	475
604	553	482	6	AM	1	439
605	23	1759	6	AM	1	524
606	3822	581	6	AM	1	518
607	25	1868	6	AM	1	469
608	70	1051	6	AM	1	484
609	1363	632	6	AM	1	555
610	3816	722	6	AM	1	588
611	3815	57	6	AM	1	434
612	23	92	6	AM	1	455
613	3822	585	6	AM	1	415
614	242	760	6	AM	1	497
615	244	304	6	AM	1	422
616	304	1468	6	AM	1	523
617	24	29	6	AM	1	470
618	529	490	6	AM	1	519
619	23	300	6	AM	1	492
620	490	1505	6	AM	1	454
621	244	1660	6	AM	1	455
622	23	1847	6	AM	1	485
623	24	275	6	AM	1	441
624	242	226	6	AM	1	452
625	242	153	6	AM	1	522
626	1548	1560	6	AM	1	448
627	490	596	6	AM	1	563
628	760	314	6	AM	1	495
629	490	64	6	AM	1	482
630	1479	498	6	AM	1	477
631	1522	305	6	AM	1	577
632	54	1754	6	AM	1	468
633	1266	1252	6	AM	1	467
634	244	566	6	AM	1	573
635	70	495	6	AM	1	498
636	1314	1350	6	AM	1	526
637	244	314	6	AM	1	505
638	246	514	6	AM	1	498
639	94	71	6	AM	1	425
640	721	817	6	AM	1	447
641	97	535	6	AM	1	436
642	1471	579	6	AM	1	427
643	240	433	6	AM	1	475
644	1650	1669	6	AM	1	554
645	403	312	6	AM	1	448
646	176	312	6	AM	1	525
647	3815	1801	6	AM	1	412
648	244	443	6	AM	1	492
649	3787	936	6	AM	1	510
650	54	73	6	AM	1	571
651	21	304	6	AM	1	578
652	31	337	6	AM	1	543
653	240	307	6	AM	1	555
654	257	583	6	AM	1	513
655	21	1848	6	AM	1	560
656	3813	1582	6	AM	1	574
657	1467	512	6	AM	1	429
658	1623	1435	6	AM	1	456
659	1468	504	6	AM	1	585
660	250	257	6	AM	1	483
661	257	446	6	AM	1	516
662	1886	1798	6	AM	1	484
663	3800	503	6	AM	1	474
664	52	31	6	AM	1	494
665	100	49	6	AM	1	518
666	1470	1556	6	AM	1	538
667	343	499	6	AM	1	533
668	101	190	6	AM	1	525
669	244	1250	6	AM	1	516
670	273	557	6	AM	1	437
671	557	273	6	AM	1	569
672	981	1247	6	AM	1	575
673	242	394	6	AM	1	495
674	244	651	6	AM	1	474
675	598	496	6	AM	1	447
676	424	499	6	AM	1	539
677	430	1498	6	AM	1	521
678	3793	358	6	AM	1	522
679	407	1615	6	AM	1	576
680	242	1849	6	AM	1	502
681	3858	1504	6	AM	1	515
682	3798	1552	6	AM	1	450
683	101	500	6	AM	1	483
684	430	724	6	AM	1	469
685	3817	1807	6	AM	1	512
686	639	92	6	AM	1	571
687	430	167	6	AM	1	505
688	430	305	6	AM	1	405
689	62	38	6	AM	1	439
690	3807	10	6	AM	1	499
691	244	365	6	AM	1	445
692	365	416	6	AM	1	513
693	256	581	6	AM	1	530
694	592	408	6	AM	1	437
695	442	736	6	AM	1	475
696	244	180	6	AM	1	518
697	399	1834	6	AM	1	442
698	588	1558	6	AM	1	529
699	388	398	6	AM	1	543
700	67	24	6	AM	1	563
701	67	327	6	AM	1	497
702	327	67	6	AM	1	562
703	48	426	6	AM	1	420
704	1468	1545	6	AM	1	514
705	1468	1517	6	AM	1	421
706	430	305	6	AM	1	459
707	661	766	6	AM	1	432
708	3786	1179	6	AM	1	469
709	211	430	6	AM	1	498
710	570	92	6	AM	1	502
711	3793	568	6	AM	1	530
712	3757	504	6	AM	1	548
713	497	396	6	AM	1	434
714	62	1878	6	AM	1	503
715	1468	656	6	AM	1	565
716	1359	554	6	AM	1	536
717	737	531	6	AM	1	567
718	296	1588	6	AM	1	437
719	480	1539	6	AM	1	544
720	231	1012	6	AM	1	517
721	3800	1558	6	AM	1	416
722	3821	305	6	AM	1	478
723	451	527	6	AM	1	427
724	48	175	6	AM	1	456
725	91	73	6	AM	1	471
726	497	296	6	AM	1	541
727	846	1367	6	AM	1	492
728	48	201	6	AM	1	597
729	328	318	6	AM	1	540
730	67	553	6	AM	1	549
731	2011	1184	6	AM	1	482
732	48	38	6	AM	1	454
733	263	405	6	AM	1	407
734	1941	275	6	AM	1	491
735	430	234	6	AM	1	404
736	3757	1198	6	AM	1	503
737	3821	304	6	AM	1	423
738	3821	295	6	AM	1	437
739	266	567	6	AM	1	464
740	1533	1492	6	AM	1	459
741	497	782	6	AM	1	438
742	49	666	6	AM	1	512
743	410	442	6	AM	1	559
744	327	974	6	AM	1	497
745	48	555	6	AM	1	464
746	48	5	6	AM	1	492
747	497	410	6	AM	1	420
748	410	497	6	AM	1	451
749	1469	656	6	AM	1	531
750	325	403	6	AM	1	407
751	3798	1556	6	AM	1	455
752	460	287	6	AM	1	438
753	67	282	6	AM	1	550
754	128	43	6	AM	1	517
755	497	1838	6	AM	1	428
756	224	583	6	AM	1	478
757	3781	1071	6	AM	1	516
758	326	305	6	AM	1	540
759	3751	972	6	AM	1	553
760	325	509	6	AM	1	441
761	3806	1637	6	AM	1	522
762	806	797	6	AM	1	494
763	489	391	6	AM	1	560
764	867	720	6	AM	1	604
765	48	1863	6	AM	1	485
766	262	573	6	AM	1	547
767	3821	524	6	AM	1	441
768	65	121	6	AM	1	428
769	428	295	6	AM	1	426
770	295	428	6	AM	1	472
771	244	265	6	AM	1	505
772	382	20	6	AM	1	511
773	67	284	6	AM	1	514
774	1414	954	6	AM	1	523
775	112	305	6	AM	1	424
776	305	363	6	AM	1	487
777	363	310	6	AM	1	527
778	47	1844	6	AM	1	491
779	28	471	6	AM	1	556
780	429	766	6	AM	1	471
781	766	665	6	AM	1	512
782	46	222	6	AM	1	505
783	3819	871	6	AM	1	526
784	1459	1604	6	AM	1	477
785	1604	1640	6	AM	1	504
786	1805	1749	6	AM	1	457
787	71	1492	6	AM	1	602
788	111	680	6	AM	1	445
789	319	495	6	AM	1	504
790	297	511	6	AM	1	497
791	297	187	6	AM	1	544
792	3822	493	6	AM	1	534
793	3856	1848	6	AM	1	482
794	46	287	6	AM	1	414
795	304	397	6	AM	1	463
796	751	575	6	AM	1	439
797	1071	227	6	AM	1	592
798	429	1494	6	AM	1	554
799	267	503	6	AM	1	448
800	503	267	6	AM	1	482
801	550	529	6	AM	1	444
802	529	679	6	AM	1	481
803	130	175	6	AM	1	439
804	324	1603	6	AM	1	500
805	71	228	6	AM	1	470
806	186	571	6	AM	1	425
807	3854	688	6	AM	1	543
808	429	514	6	AM	1	549
809	31	322	6	AM	1	501
810	547	1558	6	AM	1	558
811	1778	1009	6	AM	1	536
812	321	131	6	AM	1	460
813	3800	571	6	AM	1	509
814	323	808	6	AM	1	503
815	430	395	6	AM	1	553
816	3800	1553	6	AM	1	522
817	98	1306	6	AM	1	627
818	1492	1444	6	AM	1	422
819	1444	1492	6	AM	1	515
820	46	98	6	AM	1	532
821	46	64	6	AM	1	542
822	47	321	6	AM	1	588
823	3758	70	6	AM	1	525
824	429	452	6	AM	1	431
825	3811	1653	6	AM	1	399
826	47	14	6	AM	1	526
827	322	645	6	AM	1	426
828	182	572	6	AM	1	447
829	3800	647	6	AM	1	560
830	3824	96	6	AM	1	522
831	1091	1119	6	AM	1	429
832	1189	651	6	AM	1	600
833	324	674	6	AM	1	492
834	1941	1545	6	AM	1	451
835	1090	1121	6	AM	1	456
836	428	515	6	AM	1	505
837	1116	1106	6	AM	1	540
838	44	128	6	AM	1	555
839	428	1593	6	AM	1	484
840	3800	631	6	AM	1	547
841	566	983	6	AM	1	557
842	400	500	6	AM	1	446
843	266	482	6	AM	1	461
844	1091	1087	6	AM	1	453
845	3800	189	6	AM	1	489
846	3758	500	6	AM	1	580
847	535	997	6	AM	1	531
848	3822	93	6	AM	1	462
849	319	1684	6	AM	1	528
850	1467	574	6	AM	1	424
851	682	699	6	AM	1	425
852	73	264	6	AM	1	534
853	551	361	6	AM	1	521
854	3758	412	6	AM	1	500
855	605	168	6	AM	1	547
856	1821	340	6	AM	1	453
857	3822	437	6	AM	1	481
858	3821	313	6	AM	1	415
859	319	1836	6	AM	1	537
860	3790	1412	6	AM	1	527
861	212	23	6	AM	1	459
862	547	1045	6	AM	1	585
863	1469	514	6	AM	1	585
864	1727	1584	6	AM	1	443
865	1584	1691	6	AM	1	518
866	78	191	6	AM	1	464
867	1103	1115	6	AM	1	531
868	123	1581	6	AM	1	505
869	123	485	6	AM	1	424
870	130	312	6	AM	1	494
871	1571	619	6	AM	1	434
872	619	584	6	AM	1	535
873	911	625	6	AM	1	430
874	1514	1560	6	AM	1	512
875	3758	1547	6	AM	1	589
876	128	43	6	AM	1	440
877	201	53	6	AM	1	406
878	575	311	6	AM	1	447
879	246	1550	6	AM	1	495
880	3894	969	6	AM	1	539
881	280	465	6	AM	1	444
882	979	994	6	AM	1	429
883	1468	1603	6	AM	1	460
884	322	412	6	AM	1	497
885	3800	1468	6	AM	1	508
886	428	540	6	AM	1	530
887	3800	521	6	AM	1	500
888	3893	1441	6	AM	1	472
889	570	40	6	AM	1	550
890	956	1586	6	AM	1	534
891	75	325	6	AM	1	427
892	428	512	6	AM	1	470
893	547	751	6	AM	1	440
894	478	550	6	AM	1	384
