passengerID	OrigTAZ	DestTAZ	mode	timePeriod	direction	PAT
8305	789	576	6	AM	1	576
8306	23	747	6	AM	1	451
8307	747	23	6	AM	1	560
8308	23	83	6	AM	1	482
8309	3800	623	6	AM	1	511
8310	700	790	6	AM	1	508
8311	3819	871	6	AM	1	519
8312	3799	344	6	AM	1	489
8313	834	483	6	AM	1	524
8314	3757	600	6	AM	1	493
8315	3782	1199	6	AM	1	465
8316	24	96	6	AM	1	525
8317	24	550	6	AM	1	427
8318	3822	30	6	AM	1	569
8319	627	207	6	AM	1	464
8320	24	571	6	AM	1	554
8321	57	1612	6	AM	1	484
8322	3859	524	6	AM	1	533
8323	4	90	6	AM	1	424
8324	90	4	6	AM	1	480
8325	4	138	6	AM	1	522
8326	833	584	6	AM	1	493
8327	1857	1835	6	AM	1	445
8328	403	128	6	AM	1	414
8329	1088	1108	6	AM	1	441
8330	1594	1550	6	AM	1	458
8331	23	382	6	AM	1	547
8332	25	279	6	AM	1	467
8333	1491	1545	6	AM	1	502
8334	3800	1581	6	AM	1	503
8335	1552	478	6	AM	1	432
8336	3785	1012	6	AM	1	422
8337	3796	1391	6	AM	1	425
8338	443	437	6	AM	1	427
8339	1556	1466	6	AM	1	463
8340	24	296	6	AM	1	561
8341	23	1858	6	AM	1	506
8342	1574	503	6	AM	1	437
8343	3872	305	6	AM	1	431
8344	1472	1103	6	AM	1	507
8345	1902	454	6	AM	1	613
8346	486	1419	6	AM	1	506
8347	23	104	6	AM	1	438
8348	967	808	6	AM	1	546
8349	3822	573	6	AM	1	507
8350	1566	1514	6	AM	1	449
8351	3800	530	6	AM	1	412
8352	819	1084	6	AM	1	573
8353	3800	510	6	AM	1	571
8354	821	176	6	AM	1	561
8355	17	59	6	AM	1	433
8356	713	584	6	AM	1	448
8357	23	176	6	AM	1	592
8358	1468	491	6	AM	1	453
8359	3805	1585	6	AM	1	507
8360	729	571	6	AM	1	504
8361	25	94	6	AM	1	509
8362	1720	1717	6	AM	1	492
8363	589	714	6	AM	1	441
8364	1726	1720	6	AM	1	554
8365	23	1588	6	AM	1	551
8366	1600	519	6	AM	1	523
8367	3798	1549	6	AM	1	558
8368	1494	611	6	AM	1	433
8369	1543	1494	6	AM	1	567
8370	20	557	6	AM	1	460
8371	17	1653	6	AM	1	538
8372	3822	581	6	AM	1	479
8373	23	597	6	AM	1	587
8374	25	226	6	AM	1	492
8375	226	752	6	AM	1	584
8376	849	1549	6	AM	1	525
8377	1728	305	6	AM	1	504
8378	147	171	6	AM	1	552
8379	1457	1548	6	AM	1	507
8380	356	738	6	AM	1	523
8381	3822	484	6	AM	1	460
8382	153	519	6	AM	1	438
8383	3800	453	6	AM	1	542
8384	3815	573	6	AM	1	468
8385	14	189	6	AM	1	482
8386	395	454	6	AM	1	500
8387	1123	1120	6	AM	1	518
8388	1569	1587	6	AM	1	445
8389	388	435	6	AM	1	497
8390	1848	1825	6	AM	1	546
8391	1123	1262	6	AM	1	478
8392	1262	1504	6	AM	1	597
8393	23	129	6	AM	1	437
8394	4	674	6	AM	1	442
8395	156	254	6	AM	1	471
8396	1599	434	6	AM	1	439
8397	434	510	6	AM	1	467
8398	15	403	6	AM	1	429
8399	472	529	6	AM	1	547
8400	16	454	6	AM	1	423
8401	1733	1662	6	AM	1	423
8402	384	269	6	AM	1	460
8403	1812	1755	6	AM	1	403
8404	1755	1812	6	AM	1	464
8405	1812	1755	6	AM	1	501
8406	850	1516	6	AM	1	463
8407	563	388	6	AM	1	502
8408	1123	1119	6	AM	1	424
8409	1716	1774	6	AM	1	436
8410	1428	1468	6	AM	1	500
8411	1731	1768	6	AM	1	438
8412	1768	1559	6	AM	1	579
8413	3793	459	6	AM	1	503
8414	1565	573	6	AM	1	534
8415	3800	503	6	AM	1	477
8416	228	55	6	AM	1	508
8417	3799	1733	6	AM	1	544
8418	715	534	6	AM	1	484
8419	1727	1547	6	AM	1	451
8420	3872	431	6	AM	1	516
8421	18	51	6	AM	1	516
8422	22	530	6	AM	1	466
8423	709	707	6	AM	1	447
8424	707	578	6	AM	1	474
8425	1147	899	6	AM	1	563
8426	12	1494	6	AM	1	466
8427	3791	1401	6	AM	1	538
8428	1857	1731	6	AM	1	471
8429	3812	387	6	AM	1	488
8430	3812	522	6	AM	1	476
8431	19	583	6	AM	1	459
8432	1363	1384	6	AM	1	579
8433	1666	1720	6	AM	1	562
8434	1753	497	6	AM	1	453
8435	1042	1045	6	AM	1	513
8436	3823	514	6	AM	1	473
8437	1877	14	6	AM	1	537
8438	3800	457	6	AM	1	476
8439	53	129	6	AM	1	499
8440	3819	883	6	AM	1	497
8441	1244	483	6	AM	1	435
8442	1495	113	6	AM	1	496
8443	1495	1537	6	AM	1	481
8444	817	530	6	AM	1	415
8445	3757	452	6	AM	1	561
8446	3872	584	6	AM	1	542
8447	619	581	6	AM	1	550
8448	1720	493	6	AM	1	465
8449	1728	1570	6	AM	1	451
8450	3822	72	6	AM	1	538
8451	1667	1736	6	AM	1	456
8452	1717	1667	6	AM	1	546
8453	1693	1718	6	AM	1	557
8454	846	402	6	AM	1	489
8455	3822	531	6	AM	1	523
8456	1733	1690	6	AM	1	437
8457	50	304	6	AM	1	566
8458	1430	660	6	AM	1	504
8459	1832	1867	6	AM	1	516
8460	504	3800	6	AM	1	436
8461	430	412	6	AM	1	467
8462	1720	1730	6	AM	1	442
8463	3800	1566	6	AM	1	506
8464	1244	947	6	AM	1	445
8465	1600	581	6	AM	1	575
8466	125	627	6	AM	1	573
8467	1876	304	6	AM	1	537
8468	429	363	6	AM	1	519
8469	1365	971	6	AM	1	499
8470	1689	1537	6	AM	1	574
8471	3795	1352	6	AM	1	432
8472	1512	461	6	AM	1	543
8473	1492	1582	6	AM	1	504
8474	3876	973	6	AM	1	465
8475	3811	1653	6	AM	1	511
8476	67	515	6	AM	1	399
8477	40	247	6	AM	1	534
8478	907	1022	6	AM	1	458
8479	1022	1263	6	AM	1	544
8480	1668	1695	6	AM	1	547
8481	48	23	6	AM	1	385
8482	1722	30	6	AM	1	588
8483	3812	504	6	AM	1	424
8484	1594	540	6	AM	1	465
8485	3905	1307	6	AM	1	475
8486	853	458	6	AM	1	466
8487	67	304	6	AM	1	431
8488	3798	649	6	AM	1	444
8489	67	514	6	AM	1	491
8490	3800	584	6	AM	1	451
8491	48	1867	6	AM	1	402
8492	1464	1471	6	AM	1	475
8493	1471	573	6	AM	1	550
8494	3798	509	6	AM	1	514
8495	35	47	6	AM	1	458
8496	857	1349	6	AM	1	543
8497	43	224	6	AM	1	460
8498	33	585	6	AM	1	422
8499	48	1909	6	AM	1	556
8500	1541	577	6	AM	1	420
8501	577	1541	6	AM	1	520
8502	3902	1442	6	AM	1	427
8503	3822	305	6	AM	1	494
8504	3822	581	6	AM	1	438
8505	1693	503	6	AM	1	525
8506	852	712	6	AM	1	486
8507	621	655	6	AM	1	451
8508	647	27	6	AM	1	483
8509	250	284	6	AM	1	511
8510	1692	1666	6	AM	1	441
8511	1664	1761	6	AM	1	583
8512	428	483	6	AM	1	428
8513	3823	570	6	AM	1	467
8514	1724	1667	6	AM	1	519
8515	858	827	6	AM	1	460
8516	727	803	6	AM	1	426
8517	761	708	6	AM	1	455
8518	3895	1017	6	AM	1	525
8519	48	304	6	AM	1	570
8520	33	310	6	AM	1	431
8521	3802	516	6	AM	1	544
8522	34	487	6	AM	1	577
8523	403	513	6	AM	1	521
8524	658	1545	6	AM	1	497
8525	3787	519	6	AM	1	518
8526	1475	1557	6	AM	1	561
8527	45	137	6	AM	1	445
8528	3808	656	6	AM	1	537
8529	289	589	6	AM	1	466
8530	49	430	6	AM	1	519
8531	838	674	6	AM	1	441
8532	1665	1438	6	AM	1	470
8533	1667	633	6	AM	1	529
8534	3800	1468	6	AM	1	563
8535	1669	1696	6	AM	1	506
8536	3821	305	6	AM	1	513
8537	65	1871	6	AM	1	528
8538	1662	1559	6	AM	1	457
8539	3793	573	6	AM	1	549
8540	3800	1580	6	AM	1	479
8541	1811	787	6	AM	1	553
8542	48	93	6	AM	1	447
8543	3822	33	6	AM	1	530
8544	1143	1149	6	AM	1	481
8545	1667	376	6	AM	1	428
8546	686	917	6	AM	1	575
8547	129	576	6	AM	1	546
8548	3815	443	6	AM	1	557
8549	1672	1630	6	AM	1	484
8550	1537	305	6	AM	1	548
8551	3822	524	6	AM	1	506
8552	1595	483	6	AM	1	475
8553	48	175	6	AM	1	450
8554	175	305	6	AM	1	515
8555	833	503	6	AM	1	432
8556	3861	2015	6	AM	1	581
8557	1685	1930	6	AM	1	436
8558	1128	712	6	AM	1	581
8559	3787	509	6	AM	1	477
8560	3906	584	6	AM	1	529
8561	3802	486	6	AM	1	462
8562	1667	471	6	AM	1	473
8563	1591	1016	6	AM	1	608
8564	46	81	6	AM	1	559
8565	23	515	6	AM	1	517
8566	1667	1675	6	AM	1	450
8567	1691	566	6	AM	1	449
8568	33	402	6	AM	1	470
8569	1542	433	6	AM	1	484
8570	219	1332	6	AM	1	517
8571	3798	1546	6	AM	1	428
8572	836	1606	6	AM	1	458
8573	3813	1782	6	AM	1	489
8574	442	504	6	AM	1	456
8575	3798	1495	6	AM	1	509
8576	1464	1807	6	AM	1	488
8577	829	760	6	AM	1	452
8578	34	347	6	AM	1	499
8579	1599	1585	6	AM	1	434
8580	1460	521	6	AM	1	436
8581	1638	1552	6	AM	1	492
8582	3757	522	6	AM	1	482
8583	834	861	6	AM	1	503
8584	3895	305	6	AM	1	603
8585	171	515	6	AM	1	406
8586	3856	1880	6	AM	1	456
8587	3815	505	6	AM	1	513
8588	3793	1555	6	AM	1	523
8589	1495	610	6	AM	1	459
8590	1676	1494	6	AM	1	550
8591	231	531	6	AM	1	535
8592	3821	254	6	AM	1	451
8593	1666	1551	6	AM	1	434
8594	171	556	6	AM	1	512
8595	1637	1557	6	AM	1	435
8596	1557	1641	6	AM	1	518
8597	3822	571	6	AM	1	532
8598	838	341	6	AM	1	459
8599	233	94	6	AM	1	444
8600	94	176	6	AM	1	550
8601	3793	493	6	AM	1	471
8602	3806	1749	6	AM	1	444
8603	3821	441	6	AM	1	577
8604	761	1550	6	AM	1	474
8605	1494	511	6	AM	1	441
8606	1494	1504	6	AM	1	455
8607	3869	928	6	AM	1	428
8608	1497	626	6	AM	1	505
8609	1638	1735	6	AM	1	560
8610	3903	1675	6	AM	1	458
8611	3812	1803	6	AM	1	518
8612	3859	511	6	AM	1	543
8613	1	257	6	AM	1	437
8614	44	160	6	AM	1	473
8615	835	670	6	AM	1	472
8616	670	503	6	AM	1	518
8617	1495	486	6	AM	1	542
8618	1109	732	6	AM	1	537
8619	1213	459	6	AM	1	437
8620	803	807	6	AM	1	400
8621	1637	1664	6	AM	1	537
8622	316	435	6	AM	1	424
8623	1638	466	6	AM	1	526
8624	3787	305	6	AM	1	454
8625	3793	454	6	AM	1	530
8626	1638	1641	6	AM	1	553
8627	3879	305	6	AM	1	570
8628	840	454	6	AM	1	462
8629	678	514	6	AM	1	533
8630	78	427	6	AM	1	446
8631	1664	1823	6	AM	1	480
8632	1666	454	6	AM	1	493
8633	3793	1545	6	AM	1	509
8634	3786	968	6	AM	1	573
8635	2015	573	6	AM	1	544
8636	1423	626	6	AM	1	578
8637	3822	48	6	AM	1	519
8638	1638	1551	6	AM	1	433
8639	130	282	6	AM	1	508
8640	74	305	6	AM	1	496
8641	3793	454	6	AM	1	545
8642	1495	568	6	AM	1	430
8643	1663	412	6	AM	1	454
8644	44	407	6	AM	1	551
8645	1424	1351	6	AM	1	467
8646	403	529	6	AM	1	475
8647	1420	137	6	AM	1	597
8648	43	24	6	AM	1	422
8649	3800	626	6	AM	1	401
8650	1065	1004	6	AM	1	444
8651	1840	305	6	AM	1	485
8652	617	575	6	AM	1	439
8653	1213	1227	6	AM	1	424
8654	3757	513	6	AM	1	442
8655	1748	1733	6	AM	1	531
8656	38	400	6	AM	1	548
8657	3804	1634	6	AM	1	479
8658	79	1821	6	AM	1	462
8659	667	631	6	AM	1	450
8660	3793	465	6	AM	1	543
8661	1833	233	6	AM	1	476
8662	1737	952	6	AM	1	626
8663	315	234	6	AM	1	445
8664	234	315	6	AM	1	471
8665	363	583	6	AM	1	451
8666	430	40	6	AM	1	424
8667	40	442	6	AM	1	511
8668	442	430	6	AM	1	537
8669	1497	573	6	AM	1	517
8670	3824	529	6	AM	1	509
8671	39	262	6	AM	1	551
8672	39	550	6	AM	1	439
8673	1833	583	6	AM	1	503
8674	1612	1688	6	AM	1	549
8675	3757	498	6	AM	1	466
8676	3815	573	6	AM	1	489
8677	3904	1460	6	AM	1	482
8678	29	567	6	AM	1	547
8679	1492	454	6	AM	1	504
8680	8	180	6	AM	1	568
8681	1495	605	6	AM	1	489
8682	305	337	6	AM	1	429
8683	3800	512	6	AM	1	524
8684	87	177	6	AM	1	443
8685	177	45	6	AM	1	495
8686	1830	529	6	AM	1	438
8687	529	955	6	AM	1	531
8688	1688	1587	6	AM	1	439
8689	384	574	6	AM	1	490
8690	1831	500	6	AM	1	554
8691	79	403	6	AM	1	537
8692	3822	522	6	AM	1	533
8693	3757	573	6	AM	1	426
8694	192	58	6	AM	1	445
8695	3804	1585	6	AM	1	518
8696	1776	1730	6	AM	1	518
8697	867	534	6	AM	1	537
8698	1359	1557	6	AM	1	472
8699	1830	305	6	AM	1	545
8700	1833	449	6	AM	1	494
8701	385	314	6	AM	1	476
8702	1830	305	6	AM	1	456
8703	3822	276	6	AM	1	474
8704	91	277	6	AM	1	573
8705	1830	7	6	AM	1	495
8706	3757	764	6	AM	1	471
8707	1401	1534	6	AM	1	471
8708	1832	549	6	AM	1	454
8709	3757	1097	6	AM	1	501
8710	3793	305	6	AM	1	435
8711	3861	1246	6	AM	1	422
8712	1402	583	6	AM	1	534
8713	80	1466	6	AM	1	508
8714	1732	1763	6	AM	1	580
8715	1674	1707	6	AM	1	471
8716	68	898	6	AM	1	433
8717	898	118	6	AM	1	540
8718	1752	590	6	AM	1	460
8719	94	714	6	AM	1	432
8720	655	3808	6	AM	1	553
8721	452	1426	6	AM	1	520
8722	1751	1552	6	AM	1	577
8723	1229	1265	6	AM	1	486
8724	1498	1026	6	AM	1	522
8725	3822	605	6	AM	1	505
8726	1405	1552	6	AM	1	558
8727	1937	455	6	AM	1	489
8728	1841	512	6	AM	1	436
8729	708	336	6	AM	1	512
8730	81	1737	6	AM	1	628
8731	88	485	6	AM	1	553
8732	3901	1664	6	AM	1	541
8733	3790	954	6	AM	1	484
8734	1830	514	6	AM	1	520
8735	68	182	6	AM	1	421
8736	1264	1290	6	AM	1	498
8737	1394	1403	6	AM	1	524
8738	93	369	6	AM	1	450
8739	1716	519	6	AM	1	481
8740	93	461	6	AM	1	553
8741	1674	450	6	AM	1	409
8742	576	873	6	AM	1	579
8743	71	1810	6	AM	1	550
8744	3757	628	6	AM	1	451
8745	1623	1526	6	AM	1	555
8746	3872	454	6	AM	1	428
8747	1213	650	6	AM	1	573
8748	1699	1733	6	AM	1	426
8749	3856	92	6	AM	1	529
8750	1716	1682	6	AM	1	453
8751	1394	1548	6	AM	1	450
8752	1685	1690	6	AM	1	501
8753	1831	296	6	AM	1	508
8754	1401	982	6	AM	1	459
8755	3784	1733	6	AM	1	496
8756	187	19	6	AM	1	557
8757	93	429	6	AM	1	557
8758	1213	1053	6	AM	1	475
8759	3822	479	6	AM	1	446
8760	185	505	6	AM	1	445
8761	3808	1710	6	AM	1	438
8762	1192	848	6	AM	1	447
8763	848	508	6	AM	1	489
8764	1184	1187	6	AM	1	452
8765	1187	1054	6	AM	1	551
8766	411	1005	6	AM	1	475
8767	255	352	6	AM	1	479
8768	3793	573	6	AM	1	536
8769	198	612	6	AM	1	468
8770	3827	735	6	AM	1	503
8771	1831	167	6	AM	1	465
8772	1859	71	6	AM	1	431
8773	3757	1563	6	AM	1	447
8774	3787	864	6	AM	1	425
8775	3906	69	6	AM	1	457
8776	3793	1491	6	AM	1	535
8777	74	802	6	AM	1	532
8778	1489	478	6	AM	1	478
8779	289	305	6	AM	1	443
8780	3764	605	6	AM	1	514
8781	92	31	6	AM	1	530
8782	1644	1711	6	AM	1	430
8783	304	218	6	AM	1	424
8784	218	305	6	AM	1	456
8785	1489	454	6	AM	1	472
8786	1223	824	6	AM	1	589
8787	3814	529	6	AM	1	447
8788	1577	1653	6	AM	1	495
8789	657	358	6	AM	1	554
8790	687	509	6	AM	1	518
8791	3793	522	6	AM	1	461
8792	125	387	6	AM	1	489
8793	3793	504	6	AM	1	434
8794	1207	1124	6	AM	1	534
8795	1670	1630	6	AM	1	555
8796	49	578	6	AM	1	565
8797	1223	1413	6	AM	1	530
8798	96	1879	6	AM	1	568
8799	3757	405	6	AM	1	529
8800	1405	1304	6	AM	1	609
8801	3813	1748	6	AM	1	434
8802	613	910	6	AM	1	440
8803	1173	1060	6	AM	1	457
8804	3812	1552	6	AM	1	528
8805	3793	613	6	AM	1	426
8806	1395	1550	6	AM	1	476
8807	1415	1306	6	AM	1	533
8808	54	552	6	AM	1	438
8809	382	745	6	AM	1	480
8810	96	311	6	AM	1	508
8811	96	182	6	AM	1	435
8812	182	489	6	AM	1	507
8813	1643	1547	6	AM	1	494
8814	1757	505	6	AM	1	467
8815	297	69	6	AM	1	467
8816	1173	1198	6	AM	1	568
8817	3814	1870	6	AM	1	515
8818	3811	1684	6	AM	1	444
8819	3822	72	6	AM	1	420
8820	3822	583	6	AM	1	514
8821	70	380	6	AM	1	579
8822	70	1618	6	AM	1	546
8823	3811	1674	6	AM	1	524
8824	971	1822	6	AM	1	580
8825	1757	22	6	AM	1	481
8826	3758	1581	6	AM	1	521
8827	1355	1544	6	AM	1	476
8828	1568	1532	6	AM	1	432
8829	109	1223	6	AM	1	622
8830	1352	1551	6	AM	1	555
8831	1400	1011	6	AM	1	518
8832	122	510	6	AM	1	549
8833	201	398	6	AM	1	522
8834	1527	1568	6	AM	1	416
8835	1822	1812	6	AM	1	409
8836	1812	1822	6	AM	1	465
8837	1877	529	6	AM	1	466
8838	1720	1718	6	AM	1	440
8839	956	1352	6	AM	1	468
8840	354	649	6	AM	1	574
8841	3824	75	6	AM	1	503
8842	202	481	6	AM	1	438
8843	202	84	6	AM	1	453
8844	84	90	6	AM	1	553
8845	3858	1471	6	AM	1	521
8846	3821	305	6	AM	1	396
8847	1818	1796	6	AM	1	508
8848	1398	609	6	AM	1	531
8849	3822	305	6	AM	1	551
8850	1525	1611	6	AM	1	556
8851	1726	355	6	AM	1	507
8852	3822	515	6	AM	1	535
8853	1567	1559	6	AM	1	397
8854	159	128	6	AM	1	401
8855	3757	1217	6	AM	1	466
8856	1754	1727	6	AM	1	558
8857	3798	1552	6	AM	1	503
8858	1638	1669	6	AM	1	485
8859	402	987	6	AM	1	518
8860	3786	995	6	AM	1	583
8861	1254	1018	6	AM	1	478
8862	1820	578	6	AM	1	460
8863	202	279	6	AM	1	496
8864	202	244	6	AM	1	482
8865	98	19	6	AM	1	445
8866	1496	398	6	AM	1	449
8867	3822	651	6	AM	1	429
8868	637	557	6	AM	1	528
8869	3793	1586	6	AM	1	528
8870	64	493	6	AM	1	465
8871	1570	1557	6	AM	1	547
8872	3811	1703	6	AM	1	412
8873	328	619	6	AM	1	464
8874	3804	571	6	AM	1	505
8875	1640	514	6	AM	1	458
8876	1355	957	6	AM	1	453
8877	957	924	6	AM	1	543
8878	1570	1583	6	AM	1	481
8879	100	553	6	AM	1	477
8880	1485	513	6	AM	1	549
8881	1570	1556	6	AM	1	559
8882	61	515	6	AM	1	483
8883	93	266	6	AM	1	409
8884	266	402	6	AM	1	444
8885	1343	1537	6	AM	1	515
8886	61	1796	6	AM	1	584
8887	1641	363	6	AM	1	608
8888	708	606	6	AM	1	483
8889	3821	304	6	AM	1	470
8890	3822	567	6	AM	1	536
8891	1820	1797	6	AM	1	476
8892	3757	529	6	AM	1	575
8893	1818	275	6	AM	1	516
8894	288	500	6	AM	1	491
8895	1645	121	6	AM	1	595
8896	3822	71	6	AM	1	382
8897	1568	1560	6	AM	1	492
8898	1821	318	6	AM	1	599
8899	60	426	6	AM	1	423
8900	1570	1564	6	AM	1	564
8901	1410	617	6	AM	1	471
8902	1343	1019	6	AM	1	462
8903	1459	1517	6	AM	1	455
8904	1517	1468	6	AM	1	528
8905	1723	1732	6	AM	1	449
8906	699	749	6	AM	1	453
8907	177	304	6	AM	1	496
8908	504	428	6	AM	1	507
8909	3859	709	6	AM	1	539
8910	1484	519	6	AM	1	597
8911	1666	13	6	AM	1	566
8912	1399	1441	6	AM	1	486
8913	1959	771	6	AM	1	521
8914	461	756	6	AM	1	425
8915	1570	637	6	AM	1	534
8916	1827	573	6	AM	1	478
8917	59	177	6	AM	1	458
8918	3798	1547	6	AM	1	428
8919	1482	519	6	AM	1	499
8920	1339	1306	6	AM	1	556
8921	3897	305	6	AM	1	525
8922	1339	1352	6	AM	1	427
8923	1352	812	6	AM	1	548
8924	3764	584	6	AM	1	510
8925	3896	386	6	AM	1	489
8926	1611	439	6	AM	1	571
8927	442	461	6	AM	1	425
8928	220	479	6	AM	1	448
8929	343	81	6	AM	1	507
8930	1054	923	6	AM	1	425
8931	3793	429	6	AM	1	503
8932	299	114	6	AM	1	432
8933	1664	480	6	AM	1	427
8934	3757	1055	6	AM	1	443
8935	297	563	6	AM	1	565
8936	3857	1831	6	AM	1	466
8937	961	1447	6	AM	1	440
8938	1170	1187	6	AM	1	458
8939	182	1803	6	AM	1	493
8940	3804	1545	6	AM	1	437
8941	1854	509	6	AM	1	519
8942	1857	539	6	AM	1	431
8943	1855	528	6	AM	1	488
8944	1591	1727	6	AM	1	509
8945	3793	1125	6	AM	1	577
8946	192	575	6	AM	1	550
8947	121	427	6	AM	1	548
8948	1854	464	6	AM	1	594
8949	3808	1673	6	AM	1	487
8950	1337	915	6	AM	1	454
8951	915	631	6	AM	1	524
8952	49	177	6	AM	1	449
8953	1630	485	6	AM	1	572
8954	186	367	6	AM	1	468
8955	367	586	6	AM	1	558
8956	3764	601	6	AM	1	514
8957	3757	1046	6	AM	1	500
8958	190	291	6	AM	1	513
8959	1348	483	6	AM	1	578
8960	1524	1712	6	AM	1	566
8961	62	1549	6	AM	1	490
8962	1526	1491	6	AM	1	560
8963	1610	525	6	AM	1	481
8964	3876	515	6	AM	1	478
8965	16	59	6	AM	1	519
8966	1583	1801	6	AM	1	474
8967	1073	771	6	AM	1	528
8968	1525	1604	6	AM	1	573
8969	1522	1577	6	AM	1	562
8970	1494	1780	6	AM	1	453
8971	1361	1407	6	AM	1	566
8972	1826	359	6	AM	1	453
8973	177	305	6	AM	1	527
8974	362	521	6	AM	1	466
8975	19	177	6	AM	1	410
8976	177	659	6	AM	1	488
8977	112	516	6	AM	1	556
8978	67	176	6	AM	1	484
8979	176	361	6	AM	1	551
8980	3822	497	6	AM	1	536
8981	1615	1517	6	AM	1	433
8982	738	504	6	AM	1	449
8983	3793	573	6	AM	1	524
8984	3782	1161	6	AM	1	471
8985	296	318	6	AM	1	434
8986	128	323	6	AM	1	438
8987	1858	628	6	AM	1	502
8988	1857	1628	6	AM	1	609
8989	3757	584	6	AM	1	560
8990	344	392	6	AM	1	532
8991	17	514	6	AM	1	519
8992	1685	1737	6	AM	1	457
8993	3822	477	6	AM	1	527
8994	477	3822	6	AM	1	578
8995	3800	583	6	AM	1	473
8996	32	89	6	AM	1	568
8997	3821	438	6	AM	1	484
8998	143	959	6	AM	1	487
8999	1855	482	6	AM	1	473
9000	1512	1578	6	AM	1	432
9001	784	529	6	AM	1	443
9002	1054	650	6	AM	1	536
9003	1552	285	6	AM	1	572
9004	876	52	6	AM	1	473
9005	52	31	6	AM	1	568
9006	127	334	6	AM	1	473
9007	334	127	6	AM	1	585
9008	1512	1659	6	AM	1	429
9009	3804	1585	6	AM	1	405
9010	3823	536	6	AM	1	438
9011	1332	1642	6	AM	1	518
9012	1864	689	6	AM	1	531
9013	1630	583	6	AM	1	525
9014	912	1309	6	AM	1	504
9015	3793	461	6	AM	1	553
9016	1630	1578	6	AM	1	527
9017	3764	258	6	AM	1	601
9018	3822	49	6	AM	1	454
9019	1728	289	6	AM	1	537
9020	1073	1213	6	AM	1	423
9021	1213	1073	6	AM	1	560
9022	70	52	6	AM	1	426
9023	52	176	6	AM	1	507
9024	937	830	6	AM	1	529
9025	282	479	6	AM	1	433
9026	76	1849	6	AM	1	504
9027	1858	1554	6	AM	1	541
9028	246	121	6	AM	1	545
9029	3793	408	6	AM	1	494
9030	246	545	6	AM	1	502
9031	246	439	6	AM	1	556
9032	1259	972	6	AM	1	395
9033	1854	503	6	AM	1	476
9034	3806	1673	6	AM	1	568
9035	269	93	6	AM	1	428
9036	3822	434	6	AM	1	571
9037	3869	514	6	AM	1	418
9038	1611	1567	6	AM	1	462
9039	3822	573	6	AM	1	531
9040	221	435	6	AM	1	473
9041	42	1593	6	AM	1	529
9042	287	1583	6	AM	1	463
9043	1733	1706	6	AM	1	545
9044	3822	515	6	AM	1	476
9045	1094	709	6	AM	1	478
9046	3758	516	6	AM	1	444
9047	1271	1051	6	AM	1	491
9048	1849	50	6	AM	1	474
9049	50	555	6	AM	1	536
9050	245	267	6	AM	1	467
9051	1853	3	6	AM	1	538
9052	1560	1626	6	AM	1	562
9053	1561	1548	6	AM	1	413
9054	1548	1561	6	AM	1	492
9055	299	282	6	AM	1	469
9056	1561	289	6	AM	1	568
9057	954	513	6	AM	1	485
9058	3821	256	6	AM	1	562
9059	30	16	6	AM	1	415
9060	248	480	6	AM	1	523
9061	16	580	6	AM	1	519
9062	3790	1545	6	AM	1	575
9063	908	1628	6	AM	1	433
9064	84	1558	6	AM	1	527
9065	247	449	6	AM	1	563
9066	1021	949	6	AM	1	533
9067	1862	64	6	AM	1	586
9068	3815	575	6	AM	1	487
9069	296	804	6	AM	1	559
9070	3857	618	6	AM	1	444
9071	618	3857	6	AM	1	589
9072	398	305	6	AM	1	424
9073	1020	1551	6	AM	1	532
9074	1849	235	6	AM	1	443
9075	3757	473	6	AM	1	518
9076	250	211	6	AM	1	561
9077	1625	1658	6	AM	1	383
9078	248	562	6	AM	1	512
9079	3895	610	6	AM	1	463
9080	1857	1837	6	AM	1	485
9081	1492	550	6	AM	1	404
9082	3822	573	6	AM	1	553
9083	3872	524	6	AM	1	459
9084	341	337	6	AM	1	476
9085	248	256	6	AM	1	469
9086	1611	1509	6	AM	1	461
9087	86	184	6	AM	1	443
9088	3859	398	6	AM	1	514
9089	813	556	6	AM	1	539
9090	3842	1137	6	AM	1	445
9091	3793	583	6	AM	1	434
9092	4	736	6	AM	1	514
9093	1641	1659	6	AM	1	406
9094	1659	497	6	AM	1	469
9095	62	651	6	AM	1	457
9096	248	586	6	AM	1	460
9097	1563	1550	6	AM	1	481
9098	1550	1563	6	AM	1	523
9099	3899	1038	6	AM	1	519
9100	1880	224	6	AM	1	426
9101	3793	612	6	AM	1	438
9102	3808	1707	6	AM	1	517
9103	1564	1561	6	AM	1	439
9104	1559	1602	6	AM	1	566
9105	39	480	6	AM	1	462
9106	3793	529	6	AM	1	480
9107	3895	209	6	AM	1	617
9108	1564	1654	6	AM	1	458
9109	3876	944	6	AM	1	504
9110	3811	1653	6	AM	1	456
9111	3805	1582	6	AM	1	506
9112	3822	521	6	AM	1	500
9113	86	305	6	AM	1	477
9114	1612	1546	6	AM	1	490
9115	3876	435	6	AM	1	499
9116	3887	504	6	AM	1	461
9117	3819	871	6	AM	1	426
9118	721	714	6	AM	1	378
9119	714	515	6	AM	1	424
9120	1811	1870	6	AM	1	490
9121	2	305	6	AM	1	494
9122	3788	1017	6	AM	1	461
9123	3876	432	6	AM	1	507
9124	3793	315	6	AM	1	590
9125	3815	1794	6	AM	1	505
9126	3764	406	6	AM	1	437
9127	1872	625	6	AM	1	451
